atoms,id,gap,etot,wf,efermi,raman_info
"{'lattice_mat': [[3.7341229819477553, 5.460501282401788e-18, 0.0], [-1.8670614909738783, 3.2339413276830418, 0.0], [1.4830761653530787e-15, 2.568725157093662e-15, 24.220471835400282]], 'coords': [[1.374138114444527, 2.877695551999523, 12.098343203252039], [1.3756067425558371, 0.7195607400799698, 14.711248146761886], [1.375415992474701, 0.719459317091375, 9.4856255606332], [-0.4924337572052535, 1.7990378905801798, 12.926834754826505], [-0.49241395697299783, 1.7991377276263572, 11.269716797718484], [1.3757326045524525, 2.8747727299930346, 14.779204330584662], [1.3756463347490644, 2.8746164825811986, 9.417898250052753], [1.3761590794763872, 0.7149668958017052, 16.599642443522672], [1.3758467553112452, 0.714784707375304, 7.5972085323080405]], 'elements': ['Zr', 'Zr', 'Zr', 'B', 'B', 'O', 'O', 'F', 'F'], 'abc': [3.73412, 3.734204, 24.22047], 'angles': [90.0, 90.0, 119.9993], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '']}",B2F2O2Zr3-1ca00ae0eaaa,0.0,-67.49507779566574,7.100708913199098,-1.1685063559503914,{}
"{'lattice_mat': [[3.800165180232585, -7.193926135916917e-18, 0.0], [-1.8958307502659673, 3.2934907261746056, 0.0], [1.4830761653530787e-15, 2.564936872399343e-15, 24.220471835400282]], 'coords': [[-1.824262961985341, 3.1692218735793216, 12.110341803967021], [0.07329405755372798, 2.072071757886658, 14.41008073605386], [0.07329406241985918, 2.072070391333853, 9.810599043409486], [1.9724701267664622, 0.973649399377994, 13.067931289773238], [1.9724696569959415, 0.9736493577265242, 11.152747054563681], [1.9741949802791616, 3.1713180642394754, 16.062568449338688], [1.9741948786022594, 3.17131623004215, 8.158106009540962], [-1.8230253142210924, 3.172031756436124, 17.566331448107693], [-1.823026477228302, 3.1720277954360836, 6.6543405107717986]], 'elements': ['Zr', 'Zr', 'Zr', 'B', 'B', 'Se', 'Se', 'H', 'H'], 'abc': [3.80017, 3.800164, 24.22047], 'angles': [90.0, 90.0, 119.926], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '']}",B2H2Se2Zr3-3943d0244e23,0.0,-53.658955547548025,3.096349061990902,1.8897238092229276,{}
"{'lattice_mat': [[3.550709871477004, 9.652208108045311e-21, 0.0], [-1.7753549357385023, 3.0750049501672616, 0.0], [-1.112322972241046e-19, 0.0, 25.409811688691885]], 'coords': [[-2.3471983412570522e-17, -8.356976180792797e-18, 12.704905844345939], [1.7753549357385023, 1.0250016500557537, 15.62837158884953], [1.7753549357385023, 1.0250016500557537, 9.781440099842358], [4.047783920537557e-16, 2.0500033001115074, 14.28948101675321], [4.097631696843372e-16, 2.0500033001115074, 11.120330671938675], [2.7393214398540233e-18, -1.2190197610147992e-17, 16.942764007378877], [5.65061134702101e-18, -8.301280457997671e-18, 8.467047681312957], [1.1723230233796866e-18, -4.488686990702157e-19, 17.914041824678723], [-1.452288399463374e-21, 1.2275128437127278e-20, 7.495769864013142]], 'elements': ['Y', 'Y', 'Y', 'C', 'C', 'O', 'O', 'H', 'H'], 'abc': [3.55071, 3.550703, 25.40981], 'angles': [90.0, 90.0, 120.0], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '']}",C2H2O2Y3-cbf305eb62b1,0.0,-59.490936973919055,1.842956209316767,1.74632702066063,{}
"{'lattice_mat': [[2.8504238307461645, 2.6000057112158074e-20, 0.0], [-1.4252119153730822, 2.468539448978727, 0.0], [1.5581327670895983e-15, 2.698765117537072e-15, 25.446239163396843]], 'coords': [[1.5568587863728353e-15, 2.699914374129366e-15, 12.723100345814519], [1.4252119153730827, 0.8228464829929113, 15.578659787584805], [1.425211915373082, 0.82284648299291, 9.867650029623206], [-3.4677064055850354e-15, 1.645692965985819, 14.080196691051603], [-3.855938773055977e-15, 1.6456929659858182, 11.36614456334235], [2.0780430293091523e-15, 3.602036476780602e-15, 16.983661390810816], [1.0375758409758473e-15, 1.7965770467519743e-15, 8.462587113742126], [2.1979547362620458e-15, 3.8071172510119326e-15, 17.96610186162979], [9.167194017934322e-16, 1.5871558217675205e-15, 7.480216923748755]], 'elements': ['Mo', 'Mo', 'Mo', 'N', 'N', 'O', 'O', 'H', 'H'], 'abc': [2.85042, 2.850423, 25.44624], 'angles': [90.0, 90.0, 120.0], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '']}",H2N2O2Mo3-bbf1fbcbad33,0.0,-72.56176110545645,2.463148153624015,4.183828410874348,{}
