Formula,Layer group,Stoichiometry,Energy above hull [eV/atom],Heat of formation [eV/atom],Magnetic,Band gap (PBE) [eV],Band gap (HSE06) [eV],Direct band gap (PBE) [eV],Direct band gap (HSE06) [eV],CBM wrt. vacuum (PBE) [eV],Fermi level wrt. vacuum (PBE) [eV],VBM wrt. vacuum (PBE) [eV],Energy [eV],"Magnetic anisotropy energy, xz [meV/unit cell]","Magnetic anisotropy energy, yz [meV/unit cell]",Vacuum level [eV]
ZrBrCl,p3m1,ABC,0.010000000000000002,-1.512,0.0,0.912,1.397,1.523,2.071,-2.917,-3.373,-3.829,-15.310000000000002,1.3877787807814457e-17,0.0,3.955
Ta3TeBr7,p3m1,AB3C7,0.0,-0.867,0.0,0.741,1.397,0.741,1.397,-4.151,-4.521,-4.892,-53.281,1.3877787807814457e-17,0.0,1.906
Rh4S8,p-1,AB2,0.066,-0.379,0.0,0.597,1.402,0.701,1.498,-5.395,-5.694,-5.992,-65.763,1.3877787807814457e-17,0.0,3.736
GeS2,p-3m1,AB2,0.123,-0.22399999999999998,0.0,0.729,1.405,1.159,1.883,-5.73,-6.095,-6.459,-13.343000000000004,1.3877787807814457e-17,0.0,3.718
Sb2,p-3m1,A,0.074,0.07399999999999995,0.0,0.983,1.406,1.213,1.759,-3.576,-4.067,-4.559,-8.662999999999997,1.3877787807814457e-17,0.0,2.729
Cu2Cl6,p-31m,AB3,0.072,-0.31,1.0000000000000002,0.42599999999999993,1.409,0.45999999999999996,1.507,-6.955,-7.168,-7.381,-20.542,-0.04999999999999999,-0.049,2.722
Ba4Te8As4F4,p2_1/b11,ABCD2,0.052,-1.525,0.0,0.76,1.409,1.067,1.677,-4.325,-4.705,-5.086,-88.457,1.3877787807814457e-17,0.0,3.63
Ba4Sb4Te8Cl4,p2_1/b11,ABCD2,0.063,-1.146,0.0,0.823,1.411,1.062,1.6550000000000002,-4.128,-4.54,-4.952,-80.645,1.3877787807814457e-17,0.0,3.407
Sb2Cu2S4,pm2_1b,ABC2,0.063,-0.20699999999999996,0.0,0.357,1.411,0.357,1.427,-3.85,-4.028,-4.207,-34.136,1.3877787807814457e-17,0.0,2.098
Te2Ga2,c2/m11,AB,0.053,-0.321,0.0,0.946,1.412,1.239,1.788,-3.994,-4.467,-4.94,-13.5,1.3877787807814457e-17,0.0,1.576
Hf2Br2Cl2,pm11,ABC,0.032,-1.323,0.0,0.818,1.413,0.869,1.443,-3.52,-3.929,-4.338,-29.688,1.3877787807814457e-17,0.0,3.728
Tl2Ag2Se2,p4/nmm,ABC,0.0,-0.246,0.0,0.64,1.415,0.957,1.699,-2.981,-3.301,-3.622,-19.117,1.3877787807814457e-17,0.0,3.665
Ag2Te2Na2,p4/nmm,ABC,0.0010000000000000009,-0.504,0.0,0.686,1.419,0.686,1.419,-2.579,-2.923,-3.266,-17.729,1.3877787807814457e-17,0.0,2.989
Cu4Se4Br4,p2_1/b11,ABC,0.0,-0.261,0.0,0.831,1.419,0.868,1.434,-5.651,-6.066,-6.482,-38.109,1.3877787807814457e-17,0.0,1.799
Ag2Te3,c211,A2B3,0.082,0.041000000000000036,0.0,0.765,1.419,0.778,1.424,-4.115,-4.497,-4.88,-15.088999999999995,1.3877787807814457e-17,0.0,2.63
Bi2I4GeSe2,cm11,AB2C2D4,0.006999999999999999,-0.411,0.0,0.763,1.419,0.896,1.57,-5.053,-5.434,-5.816,-30.444000000000003,1.3877787807814457e-17,0.0,3.305
Pd4Te4P4,p2/b11,ABC,0.076,-0.323,0.0,0.733,1.419,0.944,1.757,-4.438,-4.804,-5.171,-53.437,1.3877787807814457e-17,0.0,2.405
Tl4Te4,p11a,AB,0.083,-0.14300000000000013,0.0,0.8440000000000001,1.419,0.933,1.561,-3.318,-3.74,-4.162,-23.957,1.3877787807814457e-17,0.0,2.831
TlAgP2S6,p312,ABC2D6,0.052,-0.19999999999999996,0.0,0.587,1.421,0.625,1.487,-5.286,-5.579,-5.872,-42.538,1.3877787807814457e-17,0.0,1.972
RhISe,p3m1,ABC,0.065,-0.336,0.0,0.545,1.4249999999999998,1.1,1.98,-4.413,-4.685,-4.957,-13.117000000000004,1.3877787807814457e-17,0.0,3.798
In2Te2I2,p3m1,ABC,0.032,-0.418,0.0,0.582,1.426,0.5820000000000001,1.426,-4.558,-4.849,-5.14,-17.401000000000003,1.3877787807814457e-17,0.0,3.063
Ru2Na2S2Cl10N2,p2_111,ABCDE5,0.062,-0.641,1.0000000000000002,0.42899999999999994,1.428,0.484,1.464,-5.919,-6.133,-6.347,-75.792,0.131,-0.43500000000000005,1.863
PdGaBr6,c211,ABC6,0.028,-0.544,1.0000000000000002,0.355,1.429,0.46899999999999986,1.499,-5.687,-5.864,-6.042,-20.586,-0.502,-0.03699999999999999,2.763
Re2As2Se2,p3m1,ABC,0.086,-0.14500000000000002,0.0,0.7870000000000001,1.43,1.063,1.645,-4.21,-4.603,-4.997,-40.475,1.3877787807814457e-17,0.0,4.728
Au2I2S4,p2_122,ABC2,0.056,0.007000000000000006,0.0,0.862,1.43,0.879,1.441,-4.832,-5.263,-5.694,-25.475,1.3877787807814457e-17,0.0,2.626
Rh2Te2I2,p2_1/m11,ABC,0.0020000000000000018,-0.413,0.0,0.898,1.432,0.964,1.722,-4.126,-4.575,-5.023,-26.137,1.3877787807814457e-17,0.0,2.041
Mo3CrSe8,pm2m,AB3C8,0.010000000000000002,-0.642,0.0,0.951,1.432,0.9509999999999998,1.432,-4.271,-4.747,-5.222,-78.582,1.3877787807814457e-17,0.0,4.503
In2Se3,p3m1,A2B3,0.008,-0.526,0.0,0.754,1.432,0.754,1.432,-4.982,-5.359,-5.736,-18.604,1.3877787807814457e-17,0.0,2.686
HfGeBr2S2,pmm2,ABC2D2,0.063,-1.037,0.0,0.728,1.4339999999999997,0.85,1.617,-4.879,-5.243,-5.606,-29.568,1.3877787807814457e-17,0.0,3.719
Hf2I2N2,p-3m1,ABC,0.055,-1.404,0.0,0.545,1.436,1.655,2.574,-4.071,-4.343,-4.615,-43.099,1.3877787807814457e-17,0.0,3.47
Nb3TeBr7,p3m1,AB3C7,0.0,-0.952,0.0,0.719,1.436,0.72,1.437,-4.469,-4.828,-5.188,-55.749,1.3877787807814457e-17,0.0,1.878
Ir2S2F2,pmmn,ABC,0.0,-0.92,0.0,0.46199999999999997,1.437,0.46199999999999997,1.453,-6.116,-6.347,-6.578,-35.4,1.3877787807814457e-17,0.0,3.704
ICrS,p3m1,ABC,0.12,-0.499,1.0000000000000002,0.387,1.438,1.097,2.347,-4.774,-4.968,-5.161,-16.463,0.151,0.15,2.003
Au4Br4S4F4,p-1,ABCD,0.073,-0.536,0.0,0.8740000000000001,1.438,0.968,1.553,-5.6,-6.037,-6.475,-50.096,1.3877787807814457e-17,0.0,1.711
Ag4Te2,p42_12,AB2,0.0,-0.06800000000000006,0.0,0.786,1.4410000000000003,0.786,1.441,-4.439,-4.832,-5.226,-18.178,1.3877787807814457e-17,0.0,2.589
Te2Sc2Cl2,pmmn,ABC,0.026,-1.621,0.0,0.3989999999999999,1.4410000000000003,0.648,1.752,-4.546,-4.745,-4.945,-29.023,1.3877787807814457e-17,0.0,3.365
Nb3Br7O,p3m1,AB3C7,0.064,-1.154,0.0,0.769,1.4410000000000003,0.772,1.444,-4.793,-5.177,-5.561,-59.891,1.3877787807814457e-17,0.0,1.863
W2Cr2S8,pm2m,ABC4,0.013999999999999999,-0.759,0.0,0.941,1.4419999999999997,0.953,1.442,-4.776,-5.246,-5.717,-83.52,1.3877787807814457e-17,0.0,4.443
SbTeI,p3m1,ABC,0.123,-0.1279999999999999,0.0,1.011,1.4419999999999997,1.016,1.6599999999999997,-4.342,-4.847,-5.352,-9.472000000000001,1.3877787807814457e-17,0.0,3.846
Cu4S2,p42_12,AB2,0.012,-0.16100000000000014,0.0,0.16399999999999992,1.4419999999999997,0.16399999999999992,1.442,-5.164,-5.246,-5.328,-23.824,1.3877787807814457e-17,0.0,2.403
Pd2Se2Cl4,p1,ABC2,0.091,-0.346,0.0,0.64,1.445,0.789,1.617,-5.63,-5.95,-6.27,-24.513,1.3877787807814457e-17,0.0,2.841
Pb3Se2Br2,cm11,A2B2C3,0.093,-0.654,0.0,0.896,1.452,0.904,1.452,-4.681,-5.13,-5.578,-25.986,1.3877787807814457e-17,0.0,3.951
Ta3SeBr7,p3m1,AB3C7,0.0,-0.932,0.0,0.79,1.452,0.79,1.452,-4.233,-4.628,-5.023,-54.272,1.3877787807814457e-17,0.0,1.903
Ti2S6,pmmn,AB3,0.0,-0.991,0.0,0.29499999999999993,1.452,0.29499999999999993,1.452,-5.091,-5.238,-5.385,-45.778,1.3877787807814457e-17,0.0,4.85
CdGa2S4,p-3m1,AB2C4,0.079,-0.621,0.0,0.496,1.453,0.496,1.453,-4.778,-5.026,-5.274,-27.394,1.3877787807814457e-17,0.0,3.025
Cu4Se4Cl4,p2_1/b11,ABC,0.0030000000000000027,-0.3509999999999999,0.0,0.872,1.454,0.872,1.464,-5.853,-6.289,-6.725,-39.985,1.3877787807814457e-17,0.0,1.737
Pt4I4SeS3,p1,AB3C4D4,0.05,-0.259,0.0,0.641,1.455,0.775,1.556,-4.457,-4.777,-5.098,-50.159,1.3877787807814457e-17,0.0,3.718
Hf2Te2O2,p4/nmm,ABC,0.049,-2.125,0.0,0.635,1.4570000000000003,0.856,1.672,-4.265,-4.582,-4.9,-44.42,1.3877787807814457e-17,0.0,5.685
TiSe2,p-6m2,AB2,0.126,-1.005,0.0,0.522,1.46,0.867,2.046,-5.571,-5.832,-6.093,-16.670000000000005,1.3877787807814457e-17,0.0,3.98
Tl2Ni4S6,p-3m1,AB2C3,0.0020000000000000018,-0.37400000000000005,0.0,0.8440000000000001,1.462,0.868,1.543,-3.762,-4.183,-4.605,-62.943,1.3877787807814457e-17,0.0,1.767
PtMn2SeS5,cm11,ABC2D5,0.032,-0.481,1.0000000000000002,0.525,1.467,0.709,1.674,-5.259,-5.521,-5.784,-53.991,0.984,1.166,3.633
Tl4O2,p-3m1,AB2,0.0,-0.586,0.0,0.819,1.469,0.819,1.469,-3.947,-4.356,-4.766,-23.755,1.3877787807814457e-17,0.0,3.408
HfCl2,p-6m2,AB2,0.006999999999999999,-1.54,0.0,0.908,1.471,1.723,2.343,-2.7910000000000004,-3.245,-3.699,-15.695999999999998,1.3877787807814457e-17,0.0,4.035
Pd2I4,p2_1/b11,AB2,0.036,-0.21799999999999997,0.0,0.595,1.472,0.841,1.779,-4.798,-5.096,-5.393,-14.861000000000004,1.3877787807814457e-17,0.0,2.955
NbInBr6,p312,ABC6,0.005999999999999998,-0.911,0.0,0.792,1.473,0.792,1.474,-5.064,-5.46,-5.856,-29.883,1.3877787807814457e-17,0.0,2.498
BiIS,p3m1,ABC,0.013999999999999999,-0.412,0.0,0.777,1.474,0.827,1.602,-5.434,-5.822,-6.211,-11.466999999999999,1.3877787807814457e-17,0.0,3.283
Bi2Sb2Se6,p31m,ABC3,0.092,-0.23399999999999999,0.0,0.937,1.474,0.938,1.482,-4.551,-5.019,-5.488,-41.396,1.3877787807814457e-17,0.0,3.562
Hf2Cl4,p2_1/m11,AB2,0.044,-1.503,0.0,0.852,1.475,0.883,1.475,-3.619,-4.045,-4.471,-31.169,1.3877787807814457e-17,0.0,3.914
Tl2Se5,c211,A2B5,0.051,-0.10499999999999998,0.0,0.862,1.475,0.921,1.481,-4.582,-5.013,-5.444,-23.146,1.3877787807814457e-17,0.0,1.627
SnSeS,p3m1,ABC,0.010000000000000002,-0.364,0.0,0.837,1.476,1.366,2.064,-5.263,-5.682,-6.101,-12.71,1.3877787807814457e-17,0.0,3.623
Te6Ge2Al2,p-31m,ABC3,0.013999999999999999,-0.25,0.0,0.943,1.476,0.9430000000000001,1.516,-4.098,-4.569,-5.041,-38.239,1.3877787807814457e-17,0.0,2.079
Nb3SeBr7,p3m1,AB3C7,0.0,-1.017,0.0,0.76,1.477,0.76,1.477,-4.579,-4.959,-5.339,-56.744,1.3877787807814457e-17,0.0,1.865
Au2Cl2,c2/m11,AB,0.037,-0.19999999999999996,0.0,1.118,1.477,1.124,1.477,-5.648,-6.207,-6.765,-10.630000000000003,1.3877787807814457e-17,0.0,3.528
Te12Ga8,p2_1/b11,A2B3,0.0,-0.33,0.0,0.899,1.48,0.899,1.48,-3.73,-4.18,-4.629,-68.294,1.3877787807814457e-17,0.0,1.769
Te2Ge2,pmmn,AB,0.09,-0.0040000000000000036,0.0,1.065,1.483,1.152,1.52,-3.547,-4.079,-4.611,-15.454999999999998,1.3877787807814457e-17,0.0,2.668
Au4I4Se4,p2_1/b11,ABC,0.0,-0.08999999999999997,0.0,0.85,1.484,0.94,1.539,-5.067,-5.492,-5.916,-33.443,1.3877787807814457e-17,0.0,1.918
VAl2S4,p-3m1,AB2C4,0.058,-0.981,1.0000000000000002,0.008000000000000007,1.486,0.052000000000000046,1.569,-3.483,-3.487,-3.491,-39.181,0.097,0.097,3.034
Os2Rb2S2Cl10N2,p2_1/m11,ABCDE5,0.0,-0.725,1.0000000000000002,0.356,1.486,0.547,1.527,-5.69,-5.868,-6.046,-79.955,0.6339999999999999,-4.802,1.999
I2Ga2S2,pmmn,ABC,0.132,-0.465,0.0,0.833,1.487,0.8339999999999999,1.491,-5.032,-5.449,-5.865,-19.709,1.3877787807814457e-17,0.0,3.806
Ge2H2,p-3m1,AB,0.082,0.08199999999999996,0.0,0.92,1.488,0.92,1.488,-3.954,-4.414,-4.874,-15.350999999999999,1.3877787807814457e-17,0.0,1.965
Tl2O2F2,pmmn,ABC,0.076,-1.231,0.0,0.5829999999999999,1.488,0.849,1.837,-7.392,-7.683,-7.975,-25.805,1.3877787807814457e-17,0.0,3.192
SnBr2S2,p2/m11,AB2C2,0.086,-0.393,0.0,0.829,1.49,1.206,2.095,-5.589,-6.004,-6.418,-17.345000000000002,1.3877787807814457e-17,0.0,3.283
ScSe2,p-6m2,AB2,0.126,-1.126,1.0000000000000002,0.56,1.49,0.682,1.612,-5.058,-5.338,-5.618,-15.005000000000006,0.195,0.195,3.198
Si2F2,p-3m1,AB,0.181,-1.767,0.0,0.666,1.492,0.666,1.492,-5.846,-6.179,-6.512,-21.041,1.3877787807814457e-17,0.0,2.663
AuSbSe6P2,p3,ABC2D6,0.005999999999999998,-0.11699999999999999,0.0,0.866,1.4929999999999999,1.143,1.919,-4.637,-5.07,-5.503,-40.337,1.3877787807814457e-17,0.0,2.013
WTeSe,p3m1,ABC,0.042,-0.324,0.0,1.037,1.4929999999999999,1.037,1.493,-3.649,-4.167,-4.685,-19.143,1.3877787807814457e-17,0.0,4.849
Mn2SeCl3,pm11,AB2C3,0.075,-0.838,1.0000000000000002,0.30800000000000005,1.4939999999999998,0.39700000000000013,1.611,-5.555,-5.709,-5.864,-33.298,-0.138,0.306,3.005
Te2As2,c2/m11,AB,0.061,0.04699999999999993,0.0,0.9339999999999999,1.496,1.113,1.611,-4.073,-4.54,-5.007,-15.549999999999997,1.3877787807814457e-17,0.0,2.689
Zr2P2S6,p-1,ABC3,0.199,-0.822,0.0,0.759,1.498,0.933,1.657,-4.801,-5.181,-5.56,-58.221,1.3877787807814457e-17,0.0,3.409
Mn2Se5Al2,p-3m1,A2B2C5,0.027,-0.605,1.0000000000000002,0.33000000000000007,1.499,0.33000000000000007,1.499,-3.552,-3.717,-3.882,-49.773,-0.302,-0.302,3.695
In2Se5Mg2,p-3m1,A2B2C5,0.012,-0.865,0.0,0.7,1.499,0.7,1.499,-4.431,-4.781,-5.131,-33.956,1.3877787807814457e-17,0.0,3.564
CdIn2S4,p-3m1,AB2C4,0.051,-0.582,0.0,0.597,1.5,0.6230000000000001,1.5419999999999998,-4.9,-5.198,-5.497,-26.837,1.3877787807814457e-17,0.0,3.109
ZrCl2,p-6m2,AB2,0.0,-1.705,0.0,0.981,1.5,1.58,2.157,-3.029,-3.519,-4.01,-16.088000000000005,1.3877787807814457e-17,0.0,3.919
PbTe,p3m1,AB,0.198,-0.22399999999999998,0.0,0.93,1.5,0.93,1.5,-3.706,-4.171,-4.636,-7.409999999999997,1.3877787807814457e-17,0.0,2.554
ZnGeSe2Br2,p1,ABC2D2,0.077,-0.518,0.0,0.804,1.501,0.859,1.537,-4.95,-5.352,-5.754,-18.943,1.3877787807814457e-17,0.0,2.886
Au2Cd2Te2I2,pm2_1b,ABCD,0.088,-0.295,0.0,0.824,1.501,0.824,1.501,-4.166,-4.578,-4.99,-19.843,1.3877787807814457e-17,0.0,1.708
Pd4As4S4,p2/b11,ABC,0.038,-0.3430000000000001,0.0,0.888,1.501,1.08,1.828,-4.926,-5.37,-5.814,-54.364,1.3877787807814457e-17,0.0,2.324
TeIAs,p3m1,ABC,0.0,-0.124,0.0,0.982,1.5019999999999998,1.215,1.725,-4.347,-4.838,-5.329,-9.718000000000004,1.3877787807814457e-17,0.0,3.369
Tl2O,p-6m2,AB2,0.028999999999999998,-0.557,0.0,0.995,1.505,1.535,2.166,-3.511,-4.009,-4.506,-11.79,1.3877787807814457e-17,0.0,3.481
Ni4As4S4,p2/b11,ABC,0.094,-0.256,0.0,0.513,1.507,0.513,1.722,-4.998,-5.254,-5.51,-67.023,1.3877787807814457e-17,0.0,2.266
BiSeCl,p3m1,ABC,0.0,-0.681,0.0,0.851,1.509,0.9589999999999999,1.6280000000000001,-5.713,-6.139,-6.564,-11.985,1.3877787807814457e-17,0.0,3.038
Ag4S6,c2/m11,A2B3,0.123,0.07800000000000007,0.0,0.872,1.509,0.9469999999999998,1.595,-4.798,-5.234,-5.67,-35.046,1.3877787807814457e-17,0.0,3.866
Ta3TeCl7,p3m1,AB3C7,0.0,-1.193,0.0,0.802,1.5100000000000002,0.802,1.51,-4.204,-4.605,-5.006,-58.274,1.3877787807814457e-17,0.0,1.91
Ta3Br7S,p3m1,AB3C7,0.003999999999999997,-0.967,0.0,0.847,1.5100000000000002,0.847,1.51,-4.289,-4.712,-5.136,-55.256,1.3877787807814457e-17,0.0,1.894
VCuSe6P2,c211,ABC2D6,0.041,-0.274,1.0000000000000002,0.33499999999999996,1.5109999999999997,0.349,1.521,-4.724,-4.891,-5.059,-46.561,-0.06,-0.11899999999999998,2.033
P4,pman,A,0.039,0.039000000000000146,0.0,0.903,1.5109999999999997,0.903,1.511,-4.151,-4.602,-5.053,-21.301,1.3877787807814457e-17,0.0,3.233
HfSeS,p3m1,ABC,0.0030000000000000027,-1.471,0.0,0.684,1.512,1.421,2.432,-4.98,-5.321,-5.663,-19.479,1.3877787807814457e-17,0.0,3.526
MoSeO,p3m1,ABC,0.183,-1.174,0.0,0.752,1.512,1.831,2.453,-4.527,-4.903,-5.28,-23.331,1.3877787807814457e-17,0.0,4.358
ZrSeS,p3m1,ABC,0.0,-1.478,0.0,0.613,1.514,1.136,2.232,-5.133,-5.44,-5.746,-19.399,1.3877787807814457e-17,0.0,3.476
Bi2SeSCl2,pm11,ABC2D2,0.028999999999999998,-0.645,0.0,0.826,1.515,1.131,1.804,-6.038,-6.45,-6.863,-24.35,1.3877787807814457e-17,0.0,3.479
Rb2Ca2As2,p4/nmm,ABC,0.085,-0.773,0.0,0.986,1.5180000000000002,1.017,1.6310000000000002,-1.202,-1.6950000000000003,-2.188,-19.809,1.3877787807814457e-17,0.0,2.041
Ir4S8,p-1,AB2,0.076,-0.381,0.0,0.692,1.52,0.889,1.6949999999999998,-4.995,-5.342,-5.688,-74.297,1.3877787807814457e-17,0.0,3.934
Sn2SeS,pm11,ABC2,0.044,-0.4,0.0,1.064,1.522,1.178,1.619,-3.376,-3.908,-4.44,-17.274999999999995,1.3877787807814457e-17,0.0,3.199
Cr2S2F2,pmmn,ABC,0.066,-1.564,1.0000000000000002,0.4940000000000001,1.523,0.541,1.5229999999999997,-6.15,-6.397,-6.644,-39.528,0.0050000000000000044,-0.011999999999999997,3.158
PdBr2,p-3m1,AB2,0.148,-0.22599999999999998,1.0000000000000002,0.19799999999999995,1.525,0.373,1.715,-5.477,-5.577,-5.676,-7.667999999999999,0.05,0.054,3.021
Nb3Br7S,p3m1,AB3C7,0.003999999999999997,-1.051,0.0,0.81,1.525,0.81,1.525,-4.65,-5.055,-5.46,-57.708,1.3877787807814457e-17,0.0,1.885
Cu4Br4S4,p2_1/b11,ABC,0.032,-0.23199999999999998,0.0,0.783,1.528,0.819,1.556,-5.889,-6.28,-6.672,-40.139,1.3877787807814457e-17,0.0,1.778
Te6Al4,pm2_1n,A2B3,0.047,-0.404,0.0,1.005,1.529,1.039,1.587,-4.302,-4.804,-5.306,-38.223,1.3877787807814457e-17,0.0,2.791
SbISe,p3m1,ABC,0.019000000000000003,-0.312,0.0,1.012,1.529,1.262,1.7890000000000001,-4.613,-5.118,-5.624,-10.305,1.3877787807814457e-17,0.0,3.322
CrOFH,cm11,ABCD,0.187,-1.558,1.0000000000000002,0.43599999999999994,1.53,0.522,1.53,-3.072,-3.29,-3.508,-25.675,-0.247,0.143,1.062
InTe2Ga,p3m1,ABC2,0.019000000000000003,-0.3430000000000001,0.0,0.966,1.532,0.98,1.565,-4.209,-4.692,-5.175,-13.448,1.3877787807814457e-17,0.0,3.823
Tl2Te2Li2,p4/nmm,ABC,0.022,-0.625,0.0,1.041,1.533,1.045,1.5339999999999998,-2.802,-3.323,-3.844,-18.935,1.3877787807814457e-17,0.0,3.109
Bi4S6,p31m,A2B3,0.071,-0.296,0.0,0.889,1.536,1.175,1.829,-4.615,-5.059,-5.504,-46.125,1.3877787807814457e-17,0.0,3.197
Ir4Se2S6,p1,AB2C3,0.064,-0.372,0.0,0.722,1.536,0.861,1.6919999999999997,-4.82,-5.181,-5.543,-72.997,1.3877787807814457e-17,0.0,3.929
Tl4Se2,pmmn,AB2,0.016,-0.335,0.0,0.883,1.538,0.897,1.559,-3.294,-3.736,-4.178,-18.968,1.3877787807814457e-17,0.0,2.825
TeCuGeBr,p3m1,ABCD,0.078,-0.21099999999999997,0.0,0.652,1.54,0.652,1.545,-4.188,-4.514,-4.84,-13.826,1.3877787807814457e-17,0.0,3.385
Au4S4Cl4F4,p-1,ABCD,0.074,-0.587,0.0,0.921,1.54,1.015,1.638,-5.793,-6.254,-6.715,-51.715,1.3877787807814457e-17,0.0,1.686
Pd2I2Br2,pb11,ABC,0.028,-0.286,0.0,0.585,1.541,0.852,1.831,-5.027,-5.32,-5.612,-15.484000000000002,1.3877787807814457e-17,0.0,2.783
Nb3TeCl7,p3m1,AB3C7,0.0,-1.269,0.0,0.772,1.542,0.777,1.547,-4.551,-4.937,-5.323,-60.644,1.3877787807814457e-17,0.0,1.881
Cs2Os2S2Cl10N2,p2_1/m11,ABCDE5,0.0,-0.744,1.0000000000000002,0.42100000000000004,1.544,0.553,1.572,-5.732,-5.942,-6.152,-80.144,0.72,-3.436,2.088
CdGeSeBr2S,cm11,ABCDE2,0.086,-0.518,0.0,0.617,1.544,0.657,1.591,-5.387,-5.695,-6.003,-19.282,1.3877787807814457e-17,0.0,2.799
Hg10F4,p1,A2B5,0.05,-0.699,0.0,1.172,1.544,1.32,1.7079999999999997,-3.844,-4.43,-5.016,-24.991,1.3877787807814457e-17,0.0,2.537
Ga4Se6,pm2_1n,A2B3,0.068,-0.526,0.0,0.987,1.545,0.999,1.56,-4.968,-5.461,-5.955,-37.766,1.3877787807814457e-17,0.0,2.677
Mo2Cl6,c2/m11,AB3,0.0,-0.918,1.0000000000000002,0.639,1.546,0.736,1.546,-4.837,-5.156,-5.476,-40.462,0.101,0.21699999999999997,1.808
I2Cr2S2,pmmn,ABC,0.0,-0.619,1.0000000000000002,0.33099999999999996,1.548,0.43500000000000005,1.681,-5.075,-5.24,-5.406,-33.645,-0.7170000000000001,0.558,4.056
Cu4S4Cl4,p2_1/b11,ABC,0.03,-0.328,0.0,0.822,1.55,0.846,1.569,-6.137,-6.548,-6.959,-42.094,1.3877787807814457e-17,0.0,1.715
V4O8,c2/m11,AB2,0.083,-2.239,0.0,0.30400000000000005,1.552,0.503,1.6390000000000002,-6.587,-6.739,-6.892,-101.961,1.3877787807814457e-17,0.0,2.136
Au3InBr4O4,p112,AB3C4D4,0.035,-0.39199999999999996,0.0,0.475,1.555,0.489,1.583,-5.805,-6.042,-6.28,-43.69,1.3877787807814457e-17,0.0,3.297
In2TeI2S,p1,ABC2D2,0.09,-0.416,0.0,0.833,1.556,0.833,1.556,-4.116,-4.532,-4.949,-18.263999999999996,1.3877787807814457e-17,0.0,2.929
PdTiS2,p-4m2,ABC2,0.034,-0.967,0.0,0.31900000000000006,1.557,0.806,2.447,-4.73,-4.889,-5.049,-22.536,1.3877787807814457e-17,0.0,3.156
Ag2S2,p2/m11,AB,0.12,0.06299999999999994,0.0,0.962,1.557,1.355,1.891,-5.238,-5.718,-6.199,-13.582,1.3877787807814457e-17,0.0,2.343
Ru2K2Cl10N2O2,p2_1/m11,ABCDE5,0.0,-0.864,1.0000000000000002,0.372,1.558,0.376,1.5659999999999998,-6.509,-6.695,-6.881,-81.724,-0.01100000000000001,-0.05800000000000001,1.969
Ir4Se3S5,p1,A3B4C5,0.051,-0.37400000000000005,0.0,0.75,1.558,0.87,1.682,-4.748,-5.123,-5.498,-72.429,1.3877787807814457e-17,0.0,3.975
Ge2Se2,pm2_1n,AB,0.025,-0.20499999999999996,0.0,1.121,1.559,1.142,1.559,-3.404,-3.965,-4.525,-16.817999999999998,1.3877787807814457e-17,0.0,3.311
Au2Se2,p2/m11,AB,0.006999999999999999,-0.11599999999999999,0.0,0.956,1.561,1.439,2.078,-4.572,-5.05,-5.528,-13.688000000000002,1.3877787807814457e-17,0.0,2.455
Ge6P8,p6mm,A3B4,0.065,0.06500000000000006,0.0,1.003,1.5619999999999998,1.003,1.562,-4.175,-4.677,-5.179,-69.103,1.3877787807814457e-17,0.0,3.179
Tl2S3,p211,A2B3,0.066,-0.14500000000000002,0.0,0.73,1.564,0.988,1.748,-2.929,-3.294,-3.659,-17.955,1.3877787807814457e-17,0.0,2.969
InGaSe2P2S4,c211,ABC2D2E4,0.095,-0.29300000000000004,0.0,0.955,1.566,0.968,1.617,-4.368,-4.845,-5.323,-42.605,1.3877787807814457e-17,0.0,3.392
Te2Ni2S6,p2_1/m11,ABC3,0.063,-0.118,0.0,0.61,1.567,0.6469999999999999,1.632,-3.784,-4.089,-4.394,-46.55,1.3877787807814457e-17,0.0,2.33
Pb2I2S,p-6m2,AB2C2,0.048,-0.594,0.0,0.929,1.567,0.974,1.585,-4.889,-5.353,-5.817,-17.524,1.3877787807814457e-17,0.0,4.532
Ir4Se8,p-1,AB2,0.036,-0.336,0.0,0.824,1.568,0.913,1.638,-4.41,-4.823,-5.235,-68.996,1.3877787807814457e-17,0.0,3.988
Ta3Cl7O,p3m1,AB3C7,0.075,-1.389,0.0,0.879,1.569,0.884,1.573,-4.48,-4.92,-5.359,-62.348,1.3877787807814457e-17,0.0,1.889
Re4S8,p-1,AB2,0.122,-0.471,0.0,0.977,1.5700000000000003,1.023,1.591,-4.644,-5.133,-5.621,-84.901,1.3877787807814457e-17,0.0,4.385
Sb2Se6Si2,p-31m,ABC3,0.010000000000000002,-0.348,0.0,1.01,1.572,1.396,1.984,-4.455,-4.96,-5.466,-43.988,1.3877787807814457e-17,0.0,3.66
In2Te2,c2/m11,AB,0.039,-0.31100000000000005,0.0,1.072,1.572,1.439,2.018,-3.855,-4.391,-4.927,-13.18,1.3877787807814457e-17,0.0,1.573
AgAs2Se6Al,p312,ABC2D6,0.076,-0.23199999999999998,0.0,0.764,1.577,0.764,1.593,-4.592,-4.974,-5.356,-39.116,1.3877787807814457e-17,0.0,2.025
Ba4Te8As4Cl4,p2_1/b11,ABCD2,0.067,-1.089,0.0,0.926,1.577,1.177,1.82,-4.182,-4.645,-5.108,-80.52,1.3877787807814457e-17,0.0,3.316
