Formula,Layer group,Stoichiometry,Energy above hull [eV/atom],Heat of formation [eV/atom],Magnetic,Band gap (PBE) [eV],Band gap (HSE06) [eV],Direct band gap (PBE) [eV],Direct band gap (HSE06) [eV],CBM wrt. vacuum (PBE) [eV],Fermi level wrt. vacuum (PBE) [eV],VBM wrt. vacuum (PBE) [eV],Energy [eV],"Magnetic anisotropy energy, xz [meV/unit cell]","Magnetic anisotropy energy, yz [meV/unit cell]",Vacuum level [eV]
Ag2P2O6,p-1,ABC3,0.053,-1.462,0.0,2.568,4.204,2.999,4.737,-3.835,-5.12,-6.404,-61.772,1.3877787807814457e-17,0.0,1.748
Ag2Se6P2,c2/m11,ABC3,0.0049999999999999975,-0.07999999999999996,0.0,0.026000000000000023,0.2679999999999998,0.09499999999999997,0.42633333333333345,-5.553,-5.566,-5.579,-38.108,1.3877787807814457e-17,0.0,3.608
Pb2Ag2Br6,p-31m,ABC3,0.0,-0.723,0.0,2.136,3.204,2.344,3.419,-4.463,-5.531,-6.598,-29.93,1.3877787807814457e-17,0.0,2.849
Pb2Ag2Cl6,p-31m,ABC3,0.0,-0.888,0.0,2.439,3.708,2.653,3.93,-4.345,-5.564,-6.784,-32.789,1.3877787807814457e-17,0.0,2.806
Pb2Ag2I6,p-31m,ABC3,0.012,-0.511,0.0,1.701,2.613,1.701,2.735,-4.378,-5.229,-6.079,-27.176,1.3877787807814457e-17,0.0,3.171
SrAs2F12,p-1,AB2C12,0.0,-2.614,0.0,4.689,7.119,4.689,7.119,-5.818,-8.162,-10.507,-69.247,1.3877787807814457e-17,0.0,2.458
Ag2Sb2S6,p-31m,ABC3,0.065,-0.10999999999999988,0.0,0.518,1.298,0.5180000000000001,1.298,-5.406,-5.665,-5.924,-40.056,1.3877787807814457e-17,0.0,3.635
Ag2Sb2Se6,p-31m,ABC3,0.068,-0.09099999999999997,0.0,0.09299999999999997,1.203,0.09299999999999975,1.2223333333333333,-5.406,-5.453,-5.499,-36.295,1.3877787807814457e-17,0.0,3.643
SrP2F12,p-1,AB2C12,0.0,-2.982,0.0,6.876,9.426,6.8759999999999994,9.426,-3.456,-6.894,-10.332,-76.173,1.3877787807814457e-17,0.0,2.447
SrSb2F12,p-1,AB2C12,0.0,-2.799,0.0,4.846,7.22,4.846,7.22,-5.787,-8.21,-10.633,-71.508,1.3877787807814457e-17,0.0,2.578
Ag2Sn2Br6,p-31m,ABC3,0.0,-0.622,0.0,2.207,3.095,2.4669999999999996,3.283,-4.005,-5.109,-6.212,-29.522,1.3877787807814457e-17,0.0,2.841
Sr2Ag2Br6,p-31m,ABC3,0.015,-1.427,0.0,3.123,4.414,3.123,4.414,-3.694,-5.255,-6.817,-32.808,1.3877787807814457e-17,0.0,2.769
Sr2Ag2I6,p-31m,ABC3,0.019000000000000003,-1.134,0.0,2.677,3.707,2.6770000000000005,3.707,-3.452,-4.79,-6.128,-29.24,1.3877787807814457e-17,0.0,3.082
Ag2Te2S6,p-31m,ABC3,0.135,0.10299999999999998,0.0,0.0,0.1346666666666665,0.0,0.32466666666666644,-5.07,-5.622,-5.177333333333333,-35.523,1.3877787807814457e-17,0.0,3.643
Ag2I6V2,p-31m,ABC3,0.03,-0.381,1.0000000000000002,1.286,3.1,1.309,3.131,-3.321,-3.964,-4.607,-35.41,-0.316,-0.317,3.393
As2Al2O6,p-31m,ABC3,0.0,-2.117,0.0,4.596,5.969,4.653,5.995,-1.2149999999999999,-3.514,-5.812,-68.72,1.3877787807814457e-17,0.0,3.304
As2Al2S6,p31m,ABC3,0.087,-0.518,0.0,1.139,1.783,1.392,2.033,-4.379,-4.948,-5.518,-46.454,1.3877787807814457e-17,0.0,3.556
Al2S6B2,p-31m,ABC3,0.079,-0.672,0.0,0.728,1.703,0.803,1.785,-5.571,-5.935,-6.299,-52.075,1.3877787807814457e-17,0.0,3.71
Ga2Al2S6,pm2_1n,ABC3,0.0,-0.874,0.0,2.835,3.811,2.924,3.879,-3.92,-5.337,-6.755,-46.488,1.3877787807814457e-17,0.0,2.648
Ga2Se6Al2,pm2_1n,ABC3,0.012,-0.713,0.0,1.97,2.729,2.034,2.808,-4.093,-5.078,-6.063,-41.311,1.3877787807814457e-17,0.0,2.705
Te2Co2As,p-6m2,AB2C2,0.019000000000000003,-0.235,0.0,0.0,0.718,0.0,0.718,-4.464333333333333,-4.575,-4.631,-28.706,1.3877787807814457e-17,0.0,3.103
Te6Ga2Al2,pm2_1n,ABC3,0.036,-0.355,0.0,0.875,1.391,0.93,1.452,-4.325,-4.762,-5.2,-36.063,1.3877787807814457e-17,0.0,2.789
Ge2Se6Al2,p-31m,ABC3,0.006999999999999999,-0.547,0.0,1.645,2.408,1.67,2.445,-4.243,-5.065,-5.888,-42.879,1.3877787807814457e-17,0.0,2.041
Te6Ge2Al2,p-31m,ABC3,0.013999999999999999,-0.25,0.0,0.943,1.476,0.9430000000000001,1.516,-4.098,-4.569,-5.041,-38.239,1.3877787807814457e-17,0.0,2.079
Ge2Al2S6,p-31m,ABC3,0.045,-0.65,0.0,2.014,2.909,2.343,3.214,-4.091,-5.098,-6.105,-47.474,1.3877787807814457e-17,0.0,2.004
Hf2AsS2,p-3m1,AB2C2,0.045,-1.309,0.0,0.0,1.0690000000000002,0.0,1.0703333333333334,-4.627666666666667,-4.972,-4.765000000000001,-34.378,1.3877787807814457e-17,0.0,3.152
In2Al2O6,pm2_1n,ABC3,0.096,-2.21,0.0,2.838,4.392,2.912,4.43,-4.658,-6.077,-7.496,-65.852,1.3877787807814457e-17,0.0,2.297
In2Al2S6,pm2_1n,ABC3,0.054,-0.771,0.0,2.372,3.283,2.412,3.336,-4.086,-5.272,-6.458,-45.179,1.3877787807814457e-17,0.0,2.655
In2Se6Al2,pm2_1n,ABC3,0.055,-0.648,0.0,1.685,2.424,1.685,2.424,-4.3,-5.143,-5.986,-40.379,1.3877787807814457e-17,0.0,2.712
In2Te6Al2,pm2_1n,ABC3,0.06,-0.324,0.0,0.744,1.238,0.803,1.287,-4.484,-4.856,-5.228,-35.476,1.3877787807814457e-17,0.0,2.795
Hf2AsSe2,p-3m1,AB2C2,0.016,-1.193,0.0,0.0,0.575,0.0,1.7946666666666666,-4.490333333333333,-4.896,-4.799,-32.604,1.3877787807814457e-17,0.0,3.21
Hf2Te2As,p-3m1,AB2C2,0.0,-0.912,0.0,0.0,0.8876666666666668,0.0,1.8423333333333332,-4.579666666666667,-4.705,-4.9446666666666665,-30.647,1.3877787807814457e-17,0.0,3.322
Ni2AsS2,p-6m2,AB2C2,0.086,-0.275,0.0,0.0,0.804,0.0,0.8533333333333335,-5.298,-5.767,-5.556666666666667,-28.687,1.3877787807814457e-17,0.0,2.593
Ni2AsSe2,p-6m2,AB2C2,0.0020000000000000018,-0.295,0.0,0.0,1.0693333333333335,0.0,1.0853333333333333,-4.982,-5.162,-5.281000000000001,-27.597,1.3877787807814457e-17,0.0,2.662
Te2Ni2As,p-6m2,AB2C2,0.0049999999999999975,-0.257,0.0,0.0,0.6983333333333333,0.0,0.6983333333333335,-4.373666666666667,-4.52,-4.532,-26.852,1.3877787807814457e-17,0.0,2.851
Pd2Te2As,p-6m2,AB2C2,0.08,-0.275,0.0,0.0,1.1179999999999999,0.0,1.205,-4.7763333333333335,-4.618,-4.825666666666667,-20.087,1.3877787807814457e-17,0.0,2.867
Ti2AsS2,p-3m1,AB2C2,0.044,-1.117,0.0,0.0,1.0690000000000002,0.0,1.0703333333333334,-4.627666666666667,-5.331,-4.765000000000001,-31.782,1.3877787807814457e-17,0.0,3.021
Zr2AsS2,p-3m1,AB2C2,0.041,-1.381,0.0,0.0,1.0690000000000002,0.0,1.0703333333333334,-4.627666666666667,-5.231,-4.765000000000001,-34.528,1.3877787807814457e-17,0.0,3.116
Ti2AsSe2,p-3m1,AB2C2,0.023,-1.025,0.0,0.0,1.0690000000000002,0.0,1.0703333333333334,-4.627666666666667,-5.159,-4.765000000000001,-30.134999999999998,1.3877787807814457e-17,0.0,3.087
Zr2AsSe2,p-3m1,AB2C2,0.012,-1.279,0.0,0.0,0.6833333333333333,0.0,1.1853333333333336,-4.481333333333334,-5.119,-4.827666666666667,-32.828,1.3877787807814457e-17,0.0,3.183
Te2Ti2As,p-3m1,AB2C2,0.0,-0.803,0.0,0.0,1.0163333333333333,0.0,1.4936666666666667,-4.579666666666667,-4.854,-4.9446666666666665,-28.468,1.3877787807814457e-17,0.0,3.222
Zr2Te2As,p-3m1,AB2C2,0.0,-1.028,0.0,0.0,0.925,0.0,1.8796666666666666,-4.579666666666667,-4.887,-4.9446666666666665,-31.019999999999996,1.3877787807814457e-17,0.0,3.311
AuAg2Se2,p-3m1,AB2C2,0.055,-0.04799999999999993,0.0,0.0,0.36499999999999977,0.0,0.3936666666666664,-4.904333333333333,-5.292,-5.092,-16.016,1.3877787807814457e-17,0.0,3.625
Al2Si2S6,p-31m,ABC3,0.039,-0.798,0.0,2.67,3.652,2.9030000000000005,3.824,-3.509,-4.844,-6.179,-50.719,1.3877787807814457e-17,0.0,2.012
Se6Al2Si2,p-31m,ABC3,0.0020000000000000018,-0.629,0.0,2.144,2.99,2.208,3.044,-3.824,-4.896,-5.968,-45.462,1.3877787807814457e-17,0.0,2.045
Te6Al2Si2,p-31m,ABC3,0.0020000000000000018,-0.27,0.0,1.115,1.673,1.339,1.926,-3.992,-4.549,-5.106,-40.2,1.3877787807814457e-17,0.0,2.094
Bi2As2O6,p11a,ABC3,0.0,-1.266,0.0,2.835,4.092,2.956,4.221,-2.996,-4.413,-5.831,-62.079,1.3877787807814457e-17,0.0,1.898
Hf2Cl2B,p-3m1,AB2C2,0.0,-1.38,0.0,0.0,0.9336666666666666,0.0,1.4169999999999998,-4.865333333333333,-4.22,-5.182666666666666,-32.186,1.3877787807814457e-17,0.0,5.347
Nb2Cl2B,p-3m1,AB2C2,0.009000000000000001,-1.074,0.0,0.0,0.9336666666666666,0.0,1.4169999999999998,-4.865333333333333,-4.408,-5.182666666666666,-36.3,1.3877787807814457e-17,0.0,5.597
Ta2Cl2B,p-3m1,AB2C2,0.0,-1.028,0.0,0.0,0.9336666666666666,0.0,1.4169999999999998,-4.865333333333333,-4.14,-5.182666666666666,-35.048,1.3877787807814457e-17,0.0,5.631
Ti2Cl2B,p-3m1,AB2C2,0.0,-1.267,0.0,0.0,0.9336666666666666,0.0,1.4169999999999998,-4.865333333333333,-4.733,-5.182666666666666,-29.989,1.3877787807814457e-17,0.0,5.119
Y2Cl2B,p-3m1,AB2C2,0.067,-1.371,0.0,0.0,1.4496666666666664,0.0,1.5270000000000001,-4.899333333333333,-4.878,-5.288333333333333,-26.515,1.3877787807814457e-17,0.0,4.873
Zr2Cl2B,p-3m1,AB2C2,0.0,-1.4340000000000002,0.0,0.0,0.9336666666666666,0.0,1.4169999999999998,-4.865333333333333,-4.51,-5.182666666666666,-32.253,1.3877787807814457e-17,0.0,5.302
Co2As2Se6,p-31m,ABC3,0.033,-0.21199999999999997,0.0,0.16599999999999993,0.004999999999999893,0.16599999999999993,0.008000000000000007,-4.729,-4.812,-4.895,-48.798,1.3877787807814457e-17,0.0,3.73
Te6Co2As2,p-31m,ABC3,0.068,-0.10499999999999998,0.0,0.014999999999999902,0.2356666666666669,0.32800000000000007,0.2443333333333335,-4.415,-4.423,-4.43,-46.058,1.3877787807814457e-17,0.0,3.923
Cr2As2O6,p-31m,ABC3,0.005999999999999998,-1.582,1.0000000000000002,1.295,3.931,1.324,3.931,-3.334,-3.981,-4.629,-74.71,-0.025999999999999995,-0.023999999999999994,3.25
Cr2As2S6,p31m,ABC3,0.074,-0.387,1.0000000000000002,0.798,1.6829999999999998,0.954,1.983,-4.444,-4.843,-5.242,-56.483,-0.10000000000000003,-0.10000000000000002,3.595
Cr2As2Se6,p31m,ABC3,0.025,-0.315,1.0000000000000002,0.3380000000000001,0.8500000000000001,0.63,1.184,-4.547,-4.716,-4.885,-52.193,0.145,0.145,3.665
Hf2BF2,p-3m1,AB2C2,0.072,-2.155,0.0,0.0,1.211,0.0,1.2486666666666668,-3.7933333333333334,-3.785,-4.436,-35.663,1.3877787807814457e-17,0.0,4.469
Te6Cr2As2,p-31m,ABC3,0.035,-0.10099999999999998,1.0000000000000002,0.0,0.6493333333333335,0.0,0.996,-4.767666666666666,-4.689,-5.0023333333333335,-48.381,2.331,2.33,3.902
Ti2BF2,p-3m1,AB2C2,0.063,-2.112,0.0,0.0,1.3563333333333334,0.0,1.4383333333333332,-4.5440000000000005,-4.763,-5.013333333333334,-33.819,1.3877787807814457e-17,0.0,4.337
Y2BF2,p-3m1,AB2C2,0.14100000000000001,-2.251,0.0,0.0,1.0976666666666666,0.0,1.1376666666666666,-3.7953333333333332,-3.366,-4.291,-30.514,1.3877787807814457e-17,0.0,3.832
Zr2BF2,p-3m1,AB2C2,0.016,-2.227,0.0,0.0,1.1016666666666666,0.0,1.131,-4.039,-3.988,-4.543333333333333,-35.82,1.3877787807814457e-17,0.0,4.397
Mo2Se2B,p-3m1,AB2C2,0.188,-0.45499999999999996,0.0,0.0,0.36933333333333307,0.0,0.7146666666666666,-5.094,-4.757,-5.212,-38.349,1.3877787807814457e-17,0.0,6.557
Nb2S2B,p-3m1,AB2C2,0.121,-0.932,0.0,0.0,0.5863333333333334,0.0,0.79,-5.356999999999999,-5.714,-5.549666666666667,-40.174,1.3877787807814457e-17,0.0,6.143000000000001
Nb2Se2B,p-3m1,AB2C2,0.055,-0.819,0.0,0.0,0.9549999999999998,0.0,1.143,-5.226666666666667,-5.232,-5.506333333333333,-38.417,1.3877787807814457e-17,0.0,6.291
Nb2Te2B,c2/m11,AB2C2,0.059,-0.547,0.0,0.0,0.48766666666666647,0.0,0.5100000000000002,-4.606,-4.569,-5.011333333333334,-36.5,1.3877787807814457e-17,0.0,6.699
Ir2As2S6,p-31m,ABC3,0.04,-0.294,0.0,0.251,0.125,0.2509999999999999,0.125,-5.243,-5.368,-5.494,-55.282,1.3877787807814457e-17,0.0,3.713
Ir2As2Se6,p-31m,ABC3,0.0049999999999999975,-0.276,0.0,0.28,0.22199999999999998,0.28,0.22199999999999998,-4.85,-4.99,-5.13,-51.538,1.3877787807814457e-17,0.0,3.758
Ta2S2B,p-3m1,AB2C2,0.037,-0.976,0.0,0.0,0.9946666666666666,0.0,1.3316666666666668,-4.822666666666667,-5.537,-5.104333333333333,-39.372,1.3877787807814457e-17,0.0,6.225
Ir2Te6As2,p-31m,ABC3,0.045,-0.20699999999999996,0.0,0.3360000000000001,0.33599999999999985,0.3360000000000001,0.33599999999999985,-4.328,-4.496,-4.664,-49.173,1.3877787807814457e-17,0.0,3.942
As2Mg2S6,p-31m,ABC3,0.074,-0.576,0.0,2.029,3.081,2.029,3.081,-4.633,-5.647,-6.662,-42.786,1.3877787807814457e-17,0.0,1.9329999999999998
As2Se6Mg2,p-31m,ABC3,0.052,-0.512,0.0,1.312,2.135,1.312,2.137,-4.738,-5.394,-6.05,-38.576,1.3877787807814457e-17,0.0,1.978
Ta2Se2B,p-3m1,AB2C2,0.0049999999999999975,-0.836,0.0,0.0,0.9336666666666666,0.0,1.4169999999999998,-4.865333333333333,-5.078,-5.182666666666666,-37.481,1.3877787807814457e-17,0.0,6.354
V2Se2B,p-3m1,AB2C2,0.168,-0.59,0.0,0.0,0.36933333333333307,0.0,0.7146666666666666,-5.094,-5.119,-5.212,-33.667,1.3877787807814457e-17,0.0,5.92
Ta2Te2B,c2/m11,AB2C2,0.047,-0.523,0.0,0.0,0.9770000000000001,0.0,1.336,-5.013999999999999,-4.48,-5.341333333333333,-35.362,1.3877787807814457e-17,0.0,6.737
BaO2H2,p-3m1,AB2C2,0.028,-1.814,0.0,3.659,5.261,3.659,5.285,-1.279,-3.108,-4.938,-27.796,1.3877787807814457e-17,0.0,1.798
BaS2H2,p-3m1,AB2C2,0.015,-0.966,0.0,3.774,4.778,3.774,4.778,-1.436,-3.323,-5.21,-21.465,1.3877787807814457e-17,0.0,2.041
BaSe2H2,p-3m1,AB2C2,0.03,-0.82,0.0,3.22,4.158,3.22,4.158,-1.786,-3.397,-5.007,-19.543,1.3877787807814457e-17,0.0,2.142
BiNi2Se2,p-6m2,AB2C2,0.096,-0.18799999999999994,0.0,0.0,0.2879999999999998,0.0,0.4353333333333329,-5.0600000000000005,-5.202,-5.132666666666666,-27.074,1.3877787807814457e-17,0.0,2.635
BiTe2Ni2,p-6m2,AB2C2,0.0,-0.17599999999999993,0.0,0.0,0.6916666666666664,0.0,0.7236666666666665,-4.7203333333333335,-4.751,-4.9366666666666665,-26.46,1.3877787807814457e-17,0.0,2.766
BiPd2Te2,p-6m2,AB2C2,0.049,-0.319,0.0,0.0,0.5736666666666668,0.0,0.5740000000000001,-5.005,-4.917,-5.1610000000000005,-20.318,1.3877787807814457e-17,0.0,2.707
Sc2Br2C,p-3m1,AB2C2,0.0,-1.327,0.0,0.663,1.736,1.174,2.262,-4.849,-5.181,-5.512,-28.346,1.3877787807814457e-17,0.0,2.733
Hf2Cl2C,p-3m1,AB2C2,0.0,-1.466,0.0,0.0,1.0433333333333334,0.0,1.3586666666666667,-4.798,-3.859,-5.1259999999999994,-35.133,1.3877787807814457e-17,0.0,5.601
Rh2As2O6,p-31m,ABC3,0.089,-0.904,0.0,0.857,2.726,0.934,2.77,-3.829,-4.258,-4.686,-63.402,1.3877787807814457e-17,0.0,3.334
Nb2Cl2C,p-3m1,AB2C2,0.0,-1.051,0.0,0.0,0.9336666666666666,0.0,1.4169999999999998,-4.865333333333333,-4.241,-5.182666666666666,-38.698,1.3877787807814457e-17,0.0,5.761
Sc2Cl2C,p-3m1,AB2C2,0.0,-1.585,0.0,0.883,1.907,1.178,2.256,-5.069,-5.51,-5.952,-30.033,1.3877787807814457e-17,0.0,2.683
Ta2Cl2C,p-3m1,AB2C2,0.032,-0.947,0.0,0.0,0.9946666666666666,0.0,1.3316666666666668,-4.822666666666667,-3.793,-5.104333333333333,-37.156,1.3877787807814457e-17,0.0,5.777999999999999
Ti2Cl2C,p-3m1,AB2C2,0.0,-1.397,0.0,0.0,0.9336666666666666,0.0,1.4169999999999998,-4.865333333333333,-4.593,-5.182666666666666,-33.154,1.3877787807814457e-17,0.0,5.127
V2Cl2C,p-3m1,AB2C2,0.023,-0.895,0.0,0.0,0.9946666666666666,0.0,1.3316666666666668,-4.822666666666667,-4.657,-5.104333333333333,-34.311,1.3877787807814457e-17,0.0,5.241
Rh2As2Se6,p-31m,ABC3,0.028,-0.321,0.0,0.127,0.08899999999999997,0.12700000000000022,0.08899999999999997,-4.898,-4.962,-5.025,-47.726,1.3877787807814457e-17,0.0,3.694
Y2Cl2C,p-3m1,AB2C2,0.0,-1.587,0.0,0.961,1.763,0.982,1.806,-4.815,-5.295,-5.775,-30.108,1.3877787807814457e-17,0.0,4.954
Zr2Cl2C,p-3m1,AB2C2,0.0,-1.548,0.0,0.0,1.0433333333333334,0.0,1.3586666666666667,-4.798,-4.253,-5.1259999999999994,-35.337,1.3877787807814457e-17,0.0,5.337
Rh2Te6As2,p-31m,ABC3,0.053,-0.264,0.0,0.262,0.20100000000000007,0.262,0.2789999999999999,-4.319,-4.45,-4.581,-45.493,1.3877787807814457e-17,0.0,3.886
Sb2As2O6,p11a,ABC3,0.0,-1.301,0.0,3.974,5.103,4.041,5.295,-2.051,-4.038,-6.025,-61.894,1.3877787807814457e-17,0.0,1.701
Sc2As2S6,p31m,ABC3,0.091,-0.957,0.0,1.423,2.05,1.512,2.144,-4.311,-5.022,-5.734,-52.68,1.3877787807814457e-17,0.0,3.423
Hf2CF2,p-3m1,AB2C2,0.04,-2.26,0.0,0.0,1.3643333333333334,0.0,1.4473333333333336,-3.946,-3.63,-4.640333333333333,-38.707,1.3877787807814457e-17,0.0,4.754
Sc2As2Se6,p31m,ABC3,0.0,-0.851,0.0,0.839,1.299,0.9509999999999998,1.451,-4.424,-4.843,-5.263,-48.057,1.3877787807814457e-17,0.0,3.534
Te6Sc2As2,p31m,ABC3,0.077,-0.549,0.0,0.10000000000000009,0.33199999999999985,0.35,0.6180000000000001,-4.499,-4.549,-4.599,-43.362,1.3877787807814457e-17,0.0,3.681
Sc2CF2,p-3m1,AB2C2,0.0,-2.5410000000000004,0.0,1.02,2.067,1.425,2.547,-4.006,-4.516,-5.026,-34.419,1.3877787807814457e-17,0.0,3.807
As2Si2S6,p-1,ABC3,0.052,-0.408,0.0,2.181,3.035,2.182,3.086,-3.561,-4.651,-5.742,-48.671,1.3877787807814457e-17,0.0,2.916
Ti2CF2,p-3m1,AB2C2,0.0,-2.274,0.0,0.0,1.4083333333333334,0.0,1.586,-4.095666666666666,-4.804,-4.742333333333333,-37.143,1.3877787807814457e-17,0.0,4.525
V2CF2,p-3m1,AB2C2,0.079,-1.724,0.0,0.0,1.2403333333333335,0.0,1.7750000000000001,-5.325333333333333,-5.383,-5.625666666666667,-38.059,1.3877787807814457e-17,0.0,4.581
As2Se6Si2,p-1,ABC3,0.033,-0.276,0.0,1.79,2.538,1.863,2.665,-3.586,-4.48,-5.375,-43.78,1.3877787807814457e-17,0.0,2.987
Y2CF2,p-3m1,AB2C2,0.0,-2.497,0.0,1.117,1.966,1.289,2.162,-3.131,-3.69,-4.248,-34.261,1.3877787807814457e-17,0.0,3.851
Zr2CF2,p-3m1,AB2C2,0.0,-2.363,0.0,0.0,1.6976666666666667,0.0,1.8396666666666666,-3.405333333333333,-3.906,-4.3486666666666665,-39.012,1.3877787807814457e-17,0.0,4.698
Hf2CH2,p-3m1,AB2C2,0.082,-0.588,0.0,0.0,0.7889999999999999,0.0,0.8086666666666666,-3.937666666666667,-3.426,-4.263,-33.82,1.3877787807814457e-17,0.0,3.976
Sn2Te6As2,p-3,ABC3,0.081,-0.039000000000000035,0.0,0.45500000000000007,0.722,0.53,0.813,-4.393,-4.62,-4.848,-37.058,1.3877787807814457e-17,0.0,3.652
Sc2CH2,p-3m1,AB2C2,0.071,-0.546,0.0,1.01,2.009,1.16,2.185,-4.068,-4.573,-5.078,-27.917,1.3877787807814457e-17,0.0,3.091
Ti2CH2,p-3m1,AB2C2,0.053,-0.586,0.0,0.0,1.085,0.0,1.1876666666666669,-3.8129999999999997,-4.077,-4.193666666666667,-32.176,1.3877787807814457e-17,0.0,3.597
Zr2CH2,p-3m1,AB2C2,0.095,-0.627,0.0,0.0,0.8193333333333335,0.0,0.9873333333333334,-4.062,-3.652,-4.255333333333334,-33.807,1.3877787807814457e-17,0.0,3.88
Hf2CO2,p-3m1,AB2C2,0.168,-2.307,0.0,0.938,1.681,2.036,2.911,-4.41,-4.879,-5.348,-46.017,1.3877787807814457e-17,0.0,4.979
Hf2Se2C,p-3m1,AB2C2,0.098,-1.076,0.0,0.0,0.5863333333333334,0.0,0.79,-5.679,-5.696,-5.862,-36.578,1.3877787807814457e-17,0.0,6.299
Hf2Te2C,p-3m1,AB2C2,0.092,-0.771,0.0,0.0,0.48766666666666647,0.0,0.5100000000000002,-4.606,-4.534,-5.011333333333334,-34.497,1.3877787807814457e-17,0.0,6.859
I2Sc2C,p-3m1,AB2C2,0.0,-0.931,0.0,0.0,0.7590000000000001,0.0,2.191,-4.494000000000001,-4.512,-4.745666666666667,-26.149,1.3877787807814457e-17,0.0,3.02
Zr2I2C,p-3m1,AB2C2,0.0,-0.933,0.0,0.0,0.8863333333333334,0.0,1.224,-4.490666666666667,-3.722,-4.814333333333333,-31.646,1.3877787807814457e-17,0.0,5.682
Tl2As2O6,p312,ABC3,0.033,-1.031,0.0,2.854,4.438,3.055,4.564,-2.169,-3.596,-5.023,-55.379,1.3877787807814457e-17,0.0,1.785
Mo2Se2C,p-3m1,AB2C2,0.153,-0.333,0.0,0.0,0.3823333333333334,0.0,0.7436666666666667,-4.868666666666666,-4.811,-4.983666666666667,-40.254,1.3877787807814457e-17,0.0,6.46
Nb2CO2,p-3m1,AB2C2,0.10999999999999999,-1.728,0.0,0.0,1.5926666666666667,0.0,2.0566666666666666,-5.577333333333333,-5.76,-5.995666666666667,-48.758,1.3877787807814457e-17,0.0,5.545
Nb2S2C,p-3m1,AB2C2,0.0030000000000000027,-0.946,0.0,0.0,1.0740000000000003,0.0,1.4106666666666665,-4.957,-5.635,-5.235666666666666,-42.76,1.3877787807814457e-17,0.0,6.369
Nb2Se2C,p-3m1,AB2C2,0.0,-0.837,0.0,0.0,0.9336666666666666,0.0,1.4169999999999998,-4.865333333333333,-5.018,-5.182666666666666,-41.021,1.3877787807814457e-17,0.0,6.545
Nb2Te2C,p-3m1,AB2C2,0.0,-0.558,0.0,0.0,0.9336666666666666,0.0,1.4169999999999998,-4.865333333333333,-4.431,-5.182666666666666,-39.07,1.3877787807814457e-17,0.0,6.913
Ta2CO2,p-3m1,AB2C2,0.11299999999999999,-1.766,0.0,0.0,1.5926666666666667,0.0,2.0566666666666666,-5.577333333333333,-5.522,-5.995666666666667,-47.93,1.3877787807814457e-17,0.0,5.65
Ti2CO2,p-3m1,AB2C2,0.11199999999999999,-2.061,0.0,0.32499999999999996,1.295,0.64,1.991,-5.499,-5.662,-5.824,-43.153,1.3877787807814457e-17,0.0,4.799
V2CO2,p-3m1,AB2C2,0.185,-1.437,0.0,0.0,0.4133333333333331,0.0,0.75,-6.045,-6.645,-6.453,-43.701,1.3877787807814457e-17,0.0,5.113
Zr2CO2,p-3m1,AB2C2,0.172,-2.288,0.0,0.95,1.729,1.812,2.873,-4.341,-4.817,-5.292,-45.712,1.3877787807814457e-17,0.0,4.867
Ta2S2C,p-3m1,AB2C2,0.0,-0.975,0.0,0.0,0.9336666666666666,0.0,1.4169999999999998,-4.865333333333333,-5.405,-5.182666666666666,-41.881,1.3877787807814457e-17,0.0,6.438
Ti2S2C,p-3m1,AB2C2,0.145,-1.06,0.0,0.0,0.5173333333333332,0.0,0.8516666666666666,-5.6593333333333335,-6.168,-5.78,-36.055,1.3877787807814457e-17,0.0,5.780999999999999
V2S2C,p-3m1,AB2C2,0.073,-0.739,0.0,0.0,0.7263333333333335,0.0,0.9139999999999999,-5.679,-5.564,-5.862,-38.12,1.3877787807814457e-17,0.0,5.962
Au2Cd2I6,p-31m,ABC3,0.05,-0.367,0.0,1.421,2.278,1.421,2.278,-4.11,-4.82,-5.531,-20.655,1.3877787807814457e-17,0.0,3.373
Zr2S2C,p-3m1,AB2C2,0.171,-1.219,0.0,0.0,0.5173333333333332,0.0,0.8516666666666666,-5.661666666666666,-6.239,-5.7476666666666665,-38.278,1.3877787807814457e-17,0.0,5.938
Ta2Se2C,p-3m1,AB2C2,0.0,-0.832,0.0,0.0,0.9336666666666666,0.0,1.4169999999999998,-4.865333333333333,-4.855,-5.182666666666666,-39.977,1.3877787807814457e-17,0.0,6.601
Ti2Se2C,p-3m1,AB2C2,0.077,-0.94,0.0,0.0,0.5896666666666668,0.0,0.7789999999999999,-5.679,-5.422,-5.862,-34.266,1.3877787807814457e-17,0.0,6.051
V2Se2C,p-3m1,AB2C2,0.0,-0.639,0.0,0.0,0.9336666666666666,0.0,1.4169999999999998,-4.865333333333333,-4.932,-5.182666666666666,-36.426,1.3877787807814457e-17,0.0,6.138
Au2I6Ni2,p-31m,ABC3,0.045,-0.07199999999999995,1.0000000000000002,0.09800000000000009,1.69,0.30000000000000004,1.877,-4.822,-4.871,-4.919,-30.342,-3.807,-3.808,3.578
Zr2Se2C,p-3m1,AB2C2,0.089,-1.081,0.0,0.0,0.5863333333333334,0.0,0.79,-5.679,-5.748,-5.862,-36.398,1.3877787807814457e-17,0.0,6.229
Ta2Te2C,p-3m1,AB2C2,0.0,-0.507,0.0,0.0,0.6046666666666669,0.0,0.9833333333333336,-4.865333333333333,-4.206,-5.182666666666666,-37.799,1.3877787807814457e-17,0.0,6.942
