Formula,Band gap (G₀W₀) (eV),Direct band gap (G₀W₀) (eV),Direct band gap (PBE) (eV),Direct band gap (HSE06) (eV),Energy above hull (eV/atom),Heat of formation (eV/atom),Magnetic,Band gap (PBE) (eV),Band gap (HSE06) (eV),Direct band gap (PBE) (eV),Direct band gap (HSE06) (eV),CBM wrt. vacuum (PBE) (eV),Fermi level wrt. vacuum (PBE) (eV),VBM wrt. vacuum (PBE) (eV),Energy (eV),"Magnetic anisotropy energy, xz (meV/unit cell)","Magnetic anisotropy energy, yz (meV/unit cell)",Vacuum level (eV)
Nb2Se4Br4,,,1.101,1.868,0.0,-0.804,0.0,1.096,1.866,1.101,1.868,-4.144,-4.692,-5.24,-48.958,1.3877787807814457e-17,0.0,1.885
Te4MgAl2,,,0.439,1.16,0.031,-0.543,0.0,0.43899999999999995,1.16,0.43900000000000006,1.16,-3.746,-3.965,-4.184,-25.71,1.3877787807814457e-17,0.0,3.097
Ga2S2F2,,,3.546,4.706,0.079,-1.493,0.0,3.5459999999999994,4.706,3.546,4.706,-5.066,-6.839,-8.612,-26.094,1.3877787807814457e-17,0.0,1.665
Au4S4Cl4H4,,,1.246,2.121,0.064,-0.245,0.0,1.222,2.095,1.246,2.121,-5.713,-6.325,-6.936,-53.189,1.3877787807814457e-17,0.0,1.692
Au2Se2Br2,,,0.642,1.271,0.054,-0.1279999999999999,0.0,0.642,1.271,0.642,1.271,-5.506,-5.827,-6.148,-17.162,1.3877787807814457e-17,0.0,3.024
Te4Ge4As4,,,1.269,1.924,0.028,-0.03400000000000003,0.0,1.222,1.871,1.269,1.924,-3.848,-4.459,-5.07,-49.942,1.3877787807814457e-17,0.0,1.74
Pd2Se2O6,,,0.636,2.182,0.0020000000000000018,-0.644,0.0,0.636,2.182,0.636,2.182,-4.393,-4.711,-5.029,-51.788,1.3877787807814457e-17,0.0,1.538
GaSe2Al,,,2.306,3.105,0.022,-0.664,0.0,2.049,2.765,2.306,3.105,-3.738,-4.763,-5.787,-16.264000000000003,1.3877787807814457e-17,0.0,3.813
Na2MgS10H4,,,2.311,3.366,0.089,-0.366,0.0,2.297,3.357,2.311,3.366,-3.161,-4.309,-5.457,-64.528,1.3877787807814457e-17,0.0,1.535
Ag6Br12,,,0.146,0.436,0.008,-0.23399999999999999,0.0,0.1200000000000001,0.42900000000000027,0.1459999999999999,0.43599999999999994,-6.209,-6.269,-6.329,-40.261,1.3877787807814457e-17,0.0,2.561
PdK2S6H6,,,1.786,2.852,0.026,-0.42800000000000005,0.0,1.783,2.798,1.786,2.852,-3.502,-4.393,-5.285,-57.097,1.3877787807814457e-17,0.0,1.1
WO2,2.706,3.011,1.686,2.421,0.0,-2.0169999999999995,0.0,1.34,2.097,1.686,2.421,-5.036,-5.706,-6.376,-27.784,1.3877787807814457e-17,0.0,4.252
Ba4Te8As4Cl4,,,1.177,1.82,0.067,-1.089,0.0,0.926,1.577,1.177,1.82,-4.182,-4.645,-5.108,-80.52,1.3877787807814457e-17,0.0,3.316
W2Te2Mg2O12,,,3.524,4.982,0.028,-2.003,0.0,3.464,4.867,3.524,4.982,-4.71,-6.442,-8.174,-130.159,1.3877787807814457e-17,0.0,2.888
TeI5CrMn,,,0.232,0.634,0.081,-0.308,1.0000000000000002,0.07800000000000007,0.40200000000000014,0.23199999999999998,0.6340000000000001,-5.155,-5.194,-5.233,-32.186,-2.934,2.237,3.234
Zr2AsS2,,,0.0,,0.041,-1.381,0.0,0.0,1.0690000000000002,0.0,1.0703333333333334,-4.627666666666667,-5.231,-4.765000000000001,-34.528,1.3877787807814457e-17,0.0,3.116
Te2S8Li6H2,,,2.22,3.148,0.044,-0.694,0.0,2.093,2.992,2.22,3.148,-3.21,-4.257,-5.303,-69.517,1.3877787807814457e-17,0.0,1.274
Ag2Cd2I2Se2,,,1.259,2.214,0.049,-0.40099999999999997,0.0,1.259,2.214,1.259,2.214,-4.116,-4.745,-5.375,-20.664,1.3877787807814457e-17,0.0,1.622
ReAu2F6,,,0.328,1.331,0.177,-1.459,1.0000000000000002,0.18199999999999994,1.145,0.32800000000000007,1.331,-6.724,-6.815,-6.906,-40.569,-4.128,-4.191,2.376
V2Se2B,,,0.0,,0.168,-0.59,0.0,0.0,0.36933333333333307,0.0,0.7146666666666666,-5.094,-5.119,-5.212,-33.667,1.3877787807814457e-17,0.0,5.92
Cu2O2,,,0.352,1.726,0.079,-0.457,0.0,0.0009999999999998899,1.013,0.352,1.726,-5.55,-5.551,-5.551,-19.429,1.3877787807814457e-17,0.0,1.798
PbI2,3.338,3.367,1.628,2.543,0.078,-0.614,0.0,1.577,2.404,1.628,2.543,-4.663,-5.452,-6.24,-8.558999999999997,1.3877787807814457e-17,0.0,3.352
Hf2Te2As,,,0.0,,0.0,-0.912,0.0,0.0,0.8876666666666668,0.0,1.8423333333333332,-4.579666666666667,-4.705,-4.9446666666666665,-30.647,1.3877787807814457e-17,0.0,3.322
Sc2SeSCl2,,,1.744,3.142,0.006999999999999999,-1.9749999999999999,0.0,1.614,2.918,1.744,3.142,-4.737,-5.544,-6.351,-32.302,1.3877787807814457e-17,0.0,3.535
Rb2N2O6,,,3.199,5.286,0.0,-1.055,0.0,3.199,5.286,3.199,5.286,-2.549,-4.148,-5.747,-59.817,1.3877787807814457e-17,0.0,1.246
Au4I4Se4,,,0.94,1.539,0.0,-0.08999999999999997,0.0,0.85,1.484,0.94,1.539,-5.067,-5.492,-5.916,-33.443,1.3877787807814457e-17,0.0,1.918
Rh2Te2Br2,,,0.984,1.973,0.0,-0.513,0.0,0.984,1.965,0.984,1.973,-4.336,-4.828,-5.32,-26.951,1.3877787807814457e-17,0.0,1.907
I2Co2S2,,,0.0,0.579,0.04,-0.2879999999999999,0.0,0.0,0.44999999999999996,0.0,0.579,-5.215,-5.038,-5.257333333333333,-29.296,1.3877787807814457e-17,0.0,4.317
Sr4Te8As4F4,,,0.557,1.004,0.06,-1.511,0.0,0.44100000000000006,1.004,0.557,1.0040000000000002,-4.589,-4.81,-5.03,-87.553,1.3877787807814457e-17,0.0,3.622
SiS2,3.246,3.842,1.974,2.861,0.11099999999999999,-0.56,0.0,1.383,2.216,1.974,2.861,-5.09,-5.782,-6.473,-15.234000000000002,1.3877787807814457e-17,0.0,3.706
HfTeSe,,,0.0,1.103,0.005999999999999998,-1.084,0.0,0.0,0.18599999999999994,0.0,1.103,-4.093666666666667,-4.723,-4.338666666666667,-17.445000000000004,1.3877787807814457e-17,0.0,3.725
In2Te5Mg2,,,0.358,0.996,0.017999999999999995,-0.557,0.0,0.358,0.996,0.358,0.996,-4.105,-4.284,-4.463,-29.799,1.3877787807814457e-17,0.0,3.641
Ta2NiS6,,,0.0,,0.0,-0.877,0.0,0.0,0.9016666666666668,0.0,0.9016666666666666,-5.249666666666666,-5.617,-5.659666666666666,-59.245,1.3877787807814457e-17,0.0,2.112
Sn2P2S6Cl2,,,2.517,3.372,0.055,-0.4060000000000001,0.0,2.393,3.312,2.517,3.372,-3.746,-4.942,-6.139,-51.752,1.3877787807814457e-17,0.0,1.814
HfNa2O6H6,,,4.113,5.786,0.003999999999999997,-1.6830000000000003,0.0,4.113,5.786,4.113,5.786,-1.384,-3.44,-5.497,-86.053,1.3877787807814457e-17,0.0,0.7869999999999999
V2S2O10H4,,,1.267,3.898,0.076,-1.456,1.0000000000000002,1.179,3.771,1.267,3.898,-3.58,-4.17,-4.759,-115.959,-0.027999999999999997,-0.02800000000000001,1.201
Ge2S2,,,1.952,2.701,0.047,-0.22999999999999998,0.0,1.763,2.489,1.952,2.701,-3.515,-4.397,-5.279,-18.109,1.3877787807814457e-17,0.0,2.489
Cu2As2S4,,,0.296,0.845,0.054,-0.15200000000000002,0.0,0.29600000000000004,0.845,0.29600000000000004,0.845,-4.273,-4.421,-4.569,-34.21,1.3877787807814457e-17,0.0,2.055
V2Se2O7F2,,,0.943,2.945,0.083,-1.684,1.0000000000000002,0.907,2.907,0.9430000000000001,2.945,-4.714,-5.168,-5.621,-84.953,-0.033,-0.03899999999999999,1.44
Sr4Sb4Se8Cl4,,,1.634,2.369,0.049,-1.25,0.0,1.409,2.144,1.634,2.369,-3.888,-4.593,-5.298,-84.326,1.3877787807814457e-17,0.0,3.098
GeS,4.183,4.412,2.67,3.492,0.053,-0.22399999999999998,0.0,2.45,3.231,2.67,3.492,-3.716,-4.941,-6.166,-9.042000000000002,1.3877787807814457e-17,0.0,2.663
HfSe2,2.115,2.465,1.113,1.989,0.174,-1.175,0.0,0.812,1.626,1.113,1.989,-5.452,-5.859,-6.265,-17.998000000000005,1.3877787807814457e-17,0.0,4.081
Ga2Se2,3.331,3.4,1.713,2.435,0.003999999999999997,-0.598,0.0,1.644,2.371,1.713,2.435,-4.133,-4.955,-5.777,-15.163,1.3877787807814457e-17,0.0,3.604
Ta2Se6,,,0.0,,0.046,-0.634,0.0,0.0,1.1233333333333333,0.0,1.1676666666666666,-4.612333333333333,-4.588,-4.944333333333334,-45.601,1.3877787807814457e-17,0.0,5.55
Ga2S2Cl2,,,2.243,3.578,0.021,-0.881,0.0,2.243,3.578,2.243,3.578,-4.704,-5.826,-6.947,-22.818,1.3877787807814457e-17,0.0,2.946
Hg4Rb2Br6S2O6,,,2.951,4.145,0.034,-1.053,0.0,2.864,4.024,2.9509999999999996,4.145,-4.304,-5.736,-7.168,-74.833,1.3877787807814457e-17,0.0,2.489
Co2Br2O2,,,0.0,0.801,0.079,-0.679,0.0,0.0,0.8010000000000004,0.0,0.8010000000000002,-5.3886666666666665,-5.277,-5.414666666666667,-33.952,1.3877787807814457e-17,0.0,3.803
Sn4Ca2Cl12,,,3.519,4.426,0.045,-1.44,0.0,3.519,4.426,3.519,4.426,-2.738,-4.498,-6.258,-67.585,1.3877787807814457e-17,0.0,2.024
Pd2S4,,,1.611,2.547,0.0020000000000000018,-0.294,0.0,1.12,2.015,1.611,2.547,-4.427,-4.987,-5.547,-25.717,1.3877787807814457e-17,0.0,2.605
Tl2Te2,,,0.315,0.638,0.139,-0.08699999999999986,0.0,0.29400000000000004,0.6210000000000002,0.31499999999999984,0.6379999999999999,-4.9,-5.047,-5.194,-11.755000000000003,1.3877787807814457e-17,0.0,3.83
Tl2Cl6,,,2.425,3.537,0.0,-0.703,0.0,2.425,3.537,2.425,3.537,-5.724,-6.937,-8.15,-21.33,1.3877787807814457e-17,0.0,2.704
BiTeCl,1.736,1.736,0.599,1.198,0.010000000000000002,-0.598,0.0,0.599,1.198,0.599,1.198,-5.416,-5.715,-6.015,-11.457999999999998,1.3877787807814457e-17,0.0,3.067
W2Cl4O4,,,2.235,3.655,0.0,-1.6909999999999998,0.0,2.187,3.613,2.235,3.655,-5.861,-6.954,-8.047,-67.515,1.3877787807814457e-17,0.0,1.748
Zr2Cl2B,,,0.0,,0.0,-1.4340000000000002,0.0,0.0,0.9336666666666666,0.0,1.4169999999999998,-4.865333333333333,-4.51,-5.182666666666666,-32.253,1.3877787807814457e-17,0.0,5.302
Ni2P2S6,,,0.139,,0.054,-0.22699999999999998,1.0000000000000002,0.028000000000000025,0.7153333333333336,0.139,0.9000000000000001,-5.209,-5.223,-5.237,-51.958,0.201,0.206,3.755
Hg2Bi2Cl2O4,,,2.556,3.745,0.026,-0.897,0.0,2.556,3.745,2.556,3.745,-3.882,-5.16,-6.438,-44.158,1.3877787807814457e-17,0.0,1.691
HfW2O8,,,3.725,5.506,0.017999999999999995,-2.575,0.0,3.635,5.42,3.725,5.506,-5.283,-7.1,-8.918,-99.791,1.3877787807814457e-17,0.0,1.709
Ag4Br12,,,0.58,1.652,0.025,-0.16400000000000003,0.0,0.58,1.652,0.58,1.6520000000000001,-5.373,-5.663,-5.953,-33.006,1.3877787807814457e-17,0.0,1.649
Cr2NF2,,,0.0,,0.156,-1.504,1.0000000000000002,0.0,2.090333333333333,0.0,2.211666666666667,-4.905666666666667,-5.301,-5.511333333333334,-37.863,-0.11800000000000002,-0.11899999999999998,4.386
Nb2K2Cl12,,,2.418,4.064,0.0,-1.5190000000000001,0.0,2.41,4.055,2.418,4.064,-5.425,-6.63,-7.835,-68.818,1.3877787807814457e-17,0.0,1.717
PdCdCl4,,,1.379,3.04,0.016,-0.8,0.0,1.183,2.813,1.379,3.04,-5.324,-5.916,-6.507,-16.686999999999998,1.3877787807814457e-17,0.0,2.733
Hg2Ag2Te2Cl2,,,1.424,2.272,0.015,-0.342,0.0,1.424,2.272,1.424,2.272,-3.956,-4.668,-5.38,-20.17,1.3877787807814457e-17,0.0,1.471
Pt4In2Se6,,,1.188,1.726,0.041,-0.421,0.0,1.126,1.689,1.188,1.726,-3.92,-4.484,-5.047,-56.892,1.3877787807814457e-17,0.0,1.849
As4P2O12H2,,,4.556,6.004,0.0,-1.531,0.0,4.556,5.999,4.556,6.004,-2.452,-4.73,-7.008,-128.137,1.3877787807814457e-17,0.0,1.244
Sc2Se4Br4,,,1.4,2.138,0.07,-1.167,0.0,1.277,2.021,1.4,2.138,-4.725,-5.364,-6.003,-41.261,1.3877787807814457e-17,0.0,2.861
Ta2I12K2,,,0.989,2.053,0.0,-0.735,0.0,0.989,2.053,0.989,2.053,-4.875,-5.369,-5.864,-51.57,1.3877787807814457e-17,0.0,2.071
Tl4Sn4As4,,,0.488,0.86,0.057,0.017000000000000015,0.0,0.29699999999999993,0.651,0.488,0.8599999999999999,-3.741,-3.89,-4.038,-44.667,1.3877787807814457e-17,0.0,3.224
I6Ca2Na2,,,3.782,4.679,0.059,-1.459,0.0,3.782,4.679,3.782,4.679,-2.062,-3.953,-5.844,-30.097,1.3877787807814457e-17,0.0,2.551
Tl4As4,,,0.164,0.328,0.055,0.05500000000000005,0.0,0.040000000000000036,0.15799999999999992,0.16399999999999992,0.32799999999999985,-3.278,-3.298,-3.319,-28.201,1.3877787807814457e-17,0.0,3.361
Hf3Te8Ti,,,0.126,0.742,0.132,-0.666,0.0,0.08000000000000007,0.6879999999999997,0.1260000000000001,0.742,-5.132,-5.172,-5.212,-62.843,1.3877787807814457e-17,0.0,4.162
Pb2Cu2Cl6,,,1.343,3.631,0.011,-0.876,0.0,1.34,3.567,1.343,3.631,-4.463,-5.133,-5.803,-34.343,1.3877787807814457e-17,0.0,2.892
SnBr2S2,,,1.206,2.095,0.086,-0.393,0.0,0.829,1.49,1.206,2.095,-5.589,-6.004,-6.418,-17.345000000000002,1.3877787807814457e-17,0.0,3.283
Sn2SeS,,,1.178,1.619,0.044,-0.4,0.0,1.064,1.522,1.178,1.619,-3.376,-3.908,-4.44,-17.274999999999995,1.3877787807814457e-17,0.0,3.199
Hf2Br2S3,,,1.462,2.472,0.056,-1.368,0.0,1.378,2.338,1.462,2.472,-5.285,-5.974,-6.663,-39.994,1.3877787807814457e-17,0.0,3.845
I6Co2,,,0.582,1.985,0.0,-0.13800000000000012,0.0,0.526,1.876,0.5820000000000001,1.985,-4.611,-4.874,-5.137,-26.432,1.3877787807814457e-17,0.0,3.441
W2Nb2O11,,,2.345,4.202,0.027,-2.461,0.0,2.345,4.195,2.345,4.202,-6.567,-7.74,-8.912,-136.911,1.3877787807814457e-17,0.0,2.292
In2Te4Ni,,,0.0,,0.07,-0.23399999999999999,0.0,0.0,0.4696666666666667,0.0,0.504666666666667,-4.0376666666666665,-4.374,-4.290666666666667,-27.228,1.3877787807814457e-17,0.0,3.558
In4ISe3Br2SCl,,,1.428,2.297,0.045,-0.656,0.0,1.428,2.297,1.428,2.297,-4.994,-5.708,-6.422,-39.885,1.3877787807814457e-17,0.0,3.135
I4Ti2,,,0.26,0.46,0.003999999999999997,-0.717,0.0,0.15500000000000003,0.42300000000000026,0.26,0.45999999999999996,-3.961,-4.038,-4.116,-23.595,1.3877787807814457e-17,0.0,4.018
SrCa2Br2S2,,,3.63,4.806,0.042,-2.134,0.0,3.106,4.244,3.63,4.806,-3.872,-5.425,-6.978,-31.96,1.3877787807814457e-17,0.0,4.947
Pd2Te2O6,,,1.227,2.774,0.08,-0.764,0.0,1.001,2.509,1.227,2.774,-3.798,-4.299,-4.799,-52.431,1.3877787807814457e-17,0.0,1.623
Pd4In2Te6,,,0.451,0.58,0.063,-0.327,0.0,0.391,0.5800000000000001,0.45100000000000007,0.5800000000000001,-4.257,-4.453,-4.648,-43.961,1.3877787807814457e-17,0.0,1.827
Rh2Br2S2,,,0.047,0.598,0.0,-0.524,0.0,0.04299999999999993,0.5979999999999999,0.04699999999999993,0.5979999999999996,-5.698,-5.72,-5.741,-28.767,1.3877787807814457e-17,0.0,3.92
In4S6,,,1.723,2.512,0.022,-0.557,0.0,1.723,2.512,1.723,2.512,-4.938,-5.8,-6.661,-41.086,1.3877787807814457e-17,0.0,4.669
Ga2Cl6,,,3.837,5.224,0.012,-1.09,0.0,3.83,5.192,3.837,5.224,-4.171,-6.086,-8.001,-25.233,1.3877787807814457e-17,0.0,2.828
Rh2Cl6,,,1.59,3.207,0.0,-0.682,0.0,1.59,3.19,1.59,3.207,-4.956,-5.751,-6.546,-30.462,1.3877787807814457e-17,0.0,2.994
Nb2Te6Mn2,,,0.0,,0.049,-0.2879999999999999,1.0000000000000002,0.0,1.6269999999999998,0.0,1.658,-4.883333333333334,-4.714,-5.033,-62.194,1.086,0.212,2.393
Bi4B4O12,,,2.919,4.321,0.039,-1.861,0.0,2.865,4.227,2.9190000000000005,4.321,-2.98,-4.412,-5.845,-144.235,1.3877787807814457e-17,0.0,1.868
CrSCl,,,1.761,3.372,0.009000000000000001,-0.938,1.0000000000000002,1.524,3.198,1.761,3.372,-4.542,-5.304,-6.066,-18.084,-0.063,-0.06299999999999999,1.862
Nb3SeBr7,,,0.76,1.477,0.0,-1.017,0.0,0.76,1.477,0.76,1.477,-4.579,-4.959,-5.339,-56.744,1.3877787807814457e-17,0.0,1.865
Ba4Bi4Se8F4,,,1.019,1.64,0.031,-1.785,0.0,0.903,1.618,1.019,1.64,-4.512,-4.963,-5.415,-95.924,1.3877787807814457e-17,0.0,3.613
Sb2Ge2S6C2H6,,,1.591,2.426,0.093,-0.1329999999999999,0.0,1.549,2.386,1.591,2.426,-3.433,-4.208,-4.982,-83.093,1.3877787807814457e-17,0.0,1.387
Ga2Br6,,,2.626,3.689,0.066,-0.782,0.0,2.5939999999999994,3.641,2.626,3.689,-4.434,-5.731,-7.027,-21.571,1.3877787807814457e-17,0.0,2.787
SnNaSCl3,,,2.083,3.22,0.056,-1.071,0.0,2.023,3.168,2.083,3.22,-5.184,-6.196,-7.207,-21.224,1.3877787807814457e-17,0.0,2.637
Tl2I6Mg2,,,2.652,3.525,0.071,-0.849,0.0,2.652,3.525,2.652,3.525,-2.427,-3.753,-5.079,-25.589,1.3877787807814457e-17,0.0,2.511
Au2K2Se2,,,1.867,2.541,0.077,-0.692,0.0,1.867,2.541,1.867,2.541,-1.576,-2.509,-3.443,-19.818,1.3877787807814457e-17,0.0,2.112
Nb4Ni8Se8,,,0.0,,0.033,-0.544,0.0,0.0,0.2143333333333337,0.0,0.2143333333333337,-4.714,-4.88,-4.856666666666667,-138.025,1.3877787807814457e-17,0.0,2.747
SnI2,3.312,3.631,2.15,2.82,0.0,-0.539,0.0,1.837,2.49,2.15,2.82,-4.07,-4.988,-5.906,-8.628999999999998,1.3877787807814457e-17,0.0,3.117
Bi2SnSe4,,,0.413,0.789,0.0,-0.405,0.0,0.15599999999999992,0.5499999999999998,0.4129999999999999,0.7890000000000001,-5.519,-5.597,-5.675,-30.169,1.3877787807814457e-17,0.0,3.491
Co2S2Cl2,,,0.008,0.29,0.0,-0.567,0.0,0.008000000000000007,0.29000000000000004,0.008000000000000007,0.29000000000000004,-6.207,-6.211,-6.215,-31.585,1.3877787807814457e-17,0.0,3.9
Pb2Br4,,,2.305,3.339,0.037,-0.928,0.0,1.938,2.852,2.305,3.339,-4.818,-5.787,-6.756,-19.425,1.3877787807814457e-17,0.0,2.756
Rb4O2,,,0.338,1.599,0.0,-0.919,0.0,0.3380000000000001,1.598,0.3380000000000001,1.599,-1.2429999999999999,-1.412,-1.5810000000000004,-19.401,1.3877787807814457e-17,0.0,1.523
Mn2Cl6,,,0.116,0.879,0.073,-0.833,1.0000000000000002,0.038999999999999924,0.8790000000000002,0.1160000000000001,0.879,-5.298,-5.317,-5.337,-36.808,1.8519999999999999,1.844,2.997
Sc2S2Cl2,,,2.144,3.616,0.0,-2.053,0.0,2.109,3.528,2.144,3.616,-4.651,-5.705,-6.76,-33.361,1.3877787807814457e-17,0.0,3.412
Hf2CO2,,,2.036,2.911,0.168,-2.307,0.0,0.938,1.681,2.036,2.911,-4.41,-4.879,-5.348,-46.017,1.3877787807814457e-17,0.0,4.979
Ba4As4Se8Cl4,,,1.749,2.52,0.048,-1.239,0.0,1.624,2.404,1.749,2.52,-4.016,-4.828,-5.64,-85.755,1.3877787807814457e-17,0.0,3.111
Ag4Cl8,,,0.278,1.043,0.003999999999999997,-0.35999999999999993,0.0,0.16799999999999993,0.9710000000000001,0.278,1.043,-6.72,-6.804,-6.888,-29.959,1.3877787807814457e-17,0.0,1.38
Pd2F2,2.128,2.308,1.168,2.488,0.054,-0.91,0.0,0.865,2.19,1.168,2.488,-6.697000000000001,-7.129,-7.561,-14.451999999999998,1.3877787807814457e-17,0.0,3.677
V4Li2O10,,,0.403,0.844,0.037,-2.292,1.0000000000000002,0.30900000000000005,0.712,0.403,0.8439999999999999,-5.472,-5.627,-5.781,-125.787,-0.04299999999999998,-0.05,1.419
BaP2F12,,,7.041,9.582,0.0,-3.007,0.0,7.041,9.582,7.041,9.582,-3.369,-6.889,-10.41,-76.695,1.3877787807814457e-17,0.0,2.52
Ru2K2Cl10N2O2,,,0.376,1.566,0.0,-0.864,1.0000000000000002,0.372,1.558,0.376,1.5659999999999998,-6.509,-6.695,-6.881,-81.724,-0.01100000000000001,-0.05800000000000001,1.969
Hf2BrS2Cl3,,,2.256,3.424,0.0,-1.644,0.0,2.254,3.424,2.256,3.424,-5.032,-6.159,-7.286,-43.261,1.3877787807814457e-17,0.0,3.179
Pd2N4O12,,,1.431,3.277,0.0,-0.387,0.0,1.431,3.277,1.431,3.277,-5.569,-6.284,-6.999,-109.50200000000001,1.3877787807814457e-17,0.0,1.268
Sb4I4Zn2O6,,,2.335,3.378,0.0010000000000000009,-1.081,0.0,2.319,3.35,2.335,3.378,-4.165,-5.325,-6.484,-73.953,1.3877787807814457e-17,0.0,2.461
Cd2Cu2S2Cl2,,,0.876,2.589,0.071,-0.58,0.0,0.876,2.584,0.876,2.589,-4.285,-4.723,-5.162,-25.572,1.3877787807814457e-17,0.0,1.56
Nb4Br2S12,,,0.4,0.848,0.039,-0.76,0.0,0.3689999999999999,0.8479999999999996,0.4,0.8479999999999999,-4.883,-5.068,-5.253,-107.097,1.3877787807814457e-17,0.0,1.751
Hf2Zr2ISe2Br2S3,,,0.0,,0.091,-1.366,0.0,0.0,1.1036666666666666,0.0,1.1110000000000002,-4.558000000000001,-4.846,-5.094333333333333,-70.059,1.3877787807814457e-17,0.0,3.941
Sb4Se4Si4,,,1.944,2.615,0.044,-0.18100000000000005,0.0,1.884,2.586,1.944,2.615,-3.436,-4.378,-5.32,-55.324,1.3877787807814457e-17,0.0,1.719
Ta3SeBr7,,,0.79,1.452,0.0,-0.932,0.0,0.79,1.452,0.79,1.452,-4.233,-4.628,-5.023,-54.272,1.3877787807814457e-17,0.0,1.903
Nb2Na2Cl12,,,2.287,3.936,0.0,-1.453,0.0,2.287,3.936,2.287,3.936,-5.375,-6.518,-7.662,-67.935,1.3877787807814457e-17,0.0,1.811
Hg4Mo2O8,,,2.354,3.709,0.045,-1.311,0.0,2.278,3.407,2.354,3.709,-4.591,-5.73,-6.87,-85.291,1.3877787807814457e-17,0.0,1.731
I2Mn2S,,,0.222,2.503,0.079,-0.368,1.0000000000000002,0.03699999999999992,2.219,0.22199999999999998,2.503,-4.801,-4.819,-4.838,-28.308,0.5510000000000002,0.54,4.622
Hf2Ti2Br7Cl,,,0.591,1.154,0.009000000000000001,-1.21,0.0,0.5290000000000001,1.097,0.591,1.154,-3.784,-4.048,-4.313,-55.785,1.3877787807814457e-17,0.0,3.646
Bi4Ca2O8,,,2.747,4.003,0.0,-1.757,0.0,2.568,3.923,2.747,4.003,-2.143,-3.427,-4.711,-88.307,1.3877787807814457e-17,0.0,2.308
ReAu2F6,,,0.328,1.331,0.177,-1.459,1.0000000000000002,0.18199999999999994,1.145,0.32800000000000007,1.331,-6.724,-6.815,-6.906,-40.569,-4.128,-4.191,2.376
Ba4Sb4S8Cl4,,,2.187,3.027,0.019000000000000003,-1.335,0.0,2.08,2.967,2.187,3.027,-3.591,-4.631,-5.671,-91.393,1.3877787807814457e-17,0.0,3.075
Tl2Ag2Se2,,,0.957,1.699,0.0,-0.246,0.0,0.64,1.415,0.957,1.699,-2.981,-3.301,-3.622,-19.117,1.3877787807814457e-17,0.0,3.665
Hg2Ag2S2Cl2,,,1.388,2.526,0.031,-0.328,0.0,1.388,2.526,1.388,2.526,-4.567,-5.261,-5.955,-21.799,1.3877787807814457e-17,0.0,1.47
ZrNiSeS,,,1.163,2.385,0.052,-1.057,0.0,0.789,1.881,1.163,2.385,-4.128,-4.523,-4.917,-26.44,1.3877787807814457e-17,0.0,3.885
Os2F8,,,0.701,2.24,0.0,-1.721,1.0000000000000002,0.687,2.24,0.701,2.24,-6.607,-6.951,-7.294,-52.289,151.702,167.003,1.4990000000000003
Te8Si4,,,1.31,1.968,0.0,-0.050000000000000044,0.0,1.293,1.94,1.31,1.968,-3.71,-4.357,-5.003,-47.837,1.3877787807814457e-17,0.0,1.719
GaSe6P2Li,,,1.443,2.235,0.009000000000000001,-0.393,0.0,1.416,2.188,1.443,2.235,-4.453,-5.161,-5.869,-40.352,1.3877787807814457e-17,0.0,1.742
Au2S4Cl2,,,1.242,2.024,0.04,-0.09399999999999997,0.0,1.193,1.913,1.242,2.024,-5.326,-5.923,-6.519,-26.896,1.3877787807814457e-17,0.0,2.538
Ag2P2O6,,,2.999,4.737,0.053,-1.462,0.0,2.568,4.204,2.999,4.737,-3.835,-5.12,-6.404,-61.772,1.3877787807814457e-17,0.0,1.748
TeVSe,,,0.597,0.993,0.012999999999999998,-0.502,1.0000000000000002,0.1200000000000001,0.8309999999999997,0.597,0.9929999999999999,-4.988,-5.048,-5.108,-16.719,1.139,1.139,4.26
Nb4Ni6S10,,,0.15,0.009,0.039,-0.752,0.0,0.1499999999999999,0.008999999999999897,0.1499999999999999,0.008999999999999897,-4.986,-5.061,-5.136,-140.612,1.3877787807814457e-17,0.0,2.141
Cu4Cl4O4H4,,,0.424,2.491,0.028999999999999998,-0.712,1.0000000000000002,0.403,2.462,0.42399999999999993,2.491,-6.318,-6.52,-6.721,-67.028,-0.098,-0.15400000000000003,1.694
Ru2I6,,,0.0,,0.0,-0.07400000000000007,1.0000000000000002,0.0,1.389,0.0,1.552,-5.557,-5.135,-5.715,-28.387,14.003,13.888,3.363
Tl12S6,,,1.138,1.823,0.064,-0.2879999999999999,0.0,1.11,1.799,1.138,1.823,-3.268,-3.823,-4.378,-59.622,1.3877787807814457e-17,0.0,2.592
Sc2Se2Cl2,,,2.079,3.396,0.046,-1.865,0.0,2.079,3.395,2.079,3.396,-4.245,-5.284,-6.324,-31.044,1.3877787807814457e-17,0.0,3.243
Mo2I6,,,0.977,2.509,0.101,-0.21099999999999997,1.0000000000000002,0.977,2.509,0.977,2.509,-4.23,-4.719,-5.207,-32.963,-3.309,-3.306,3.312
Ag2Te3P4Cl2,,,1.4,2.257,0.09,-0.10200000000000009,0.0,1.388,2.203,1.4,2.257,-4.395,-5.09,-5.784,-41.45,1.3877787807814457e-17,0.0,1.364
